Date,AvgTemp,MaxTemp,MinTemp,Year,Month
1872-04-01,55.8,90,31,1872,4
1873-04-01,53.8,87,36,1873,4
1874-04-01,47.1,72,24,1874,4
1875-04-01,48.2,74,22,1875,4
1876-04-01,51.0,78,30,1876,4
1877-04-01,52.4,82,32,1877,4
1878-04-01,58.7,84,42,1878,4
1879-04-01,51.4,86,27,1879,4
1880-04-01,55.8,82,28,1880,4
1881-04-01,51.0,87,24,1881,4
1882-04-01,51.3,84,27,1882,4
1883-04-01,51.6,76,26,1883,4
1884-04-01,51.6,82,32,1884,4
1885-04-01,53.6,86,30,1885,4
1886-04-01,55.9,88,34,1886,4
1887-04-01,51.7,84,28,1887,4
1888-04-01,53.4,89,32,1888,4
1889-04-01,54.4,83,32,1889,4
1890-04-01,53.6,82,25,1890,4
1891-04-01,54.6,85,26,1891,4
1892-04-01,51.4,81,31,1892,4
1893-04-01,53.8,84,35,1893,4
1894-04-01,53.2,83,30,1894,4
1895-04-01,53.8,86,33,1895,4
1896-04-01,56.6,93,28,1896,4
1897-04-01,52.9,88,29,1897,4
1898-04-01,50.9,83,26,1898,4
1899-04-01,54.0,82,27,1899,4
1900-04-01,54.2,82,30,1900,4
1901-04-01,50.6,87,36,1901,4
1902-04-01,52.9,89,32,1902,4
1903-04-01,54.0,89,26,1903,4
1904-04-01,49.7,81,28,1904,4
1905-04-01,54.0,82,29,1905,4
1906-04-01,55.5,87,27,1906,4
1907-04-01,48.4,83,23,1907,4
1908-04-01,56.4,87,29,1908,4
1909-04-01,54.3,88,26,1909,4
1910-04-01,57.9,92,37,1910,4
1911-04-01,51.2,80,26,1911,4
1912-04-01,55.7,81,31,1912,4
1913-04-01,55.5,86,32,1913,4
1914-04-01,53.5,86,28,1914,4
1915-04-01,59.4,95,32,1915,4
1916-04-01,53.4,85,32,1916,4
1917-04-01,54.2,85,28,1917,4
1918-04-01,53.2,81,31,1918,4
1919-04-01,53.8,83,24,1919,4
1920-04-01,52.6,84,31,1920,4
1921-04-01,59.1,90,31,1921,4
1922-04-01,55.6,89,33,1922,4
1923-04-01,53.6,85,15,1923,4
1924-04-01,51.9,80,28,1924,4
1925-04-01,56.9,94,32,1925,4
1926-04-01,51.9,86,29,1926,4
1927-04-01,51.9,90,33,1927,4
1928-04-01,51.9,84,29,1928,4
1929-04-01,57.6,94,38,1929,4
1930-04-01,53.1,91,34,1930,4
1931-04-01,54.3,82,35,1931,4
1932-04-01,52.6,81,33,1932,4
1933-04-01,55.7,83,33,1933,4
1934-04-01,53.9,84,34,1934,4
1935-04-01,51.9,89,30,1935,4
1936-04-01,52.2,86,30,1936,4
1937-04-01,53.3,93,34,1937,4
1938-04-01,57.1,87,33,1938,4
1939-04-01,53.5,90,31,1939,4
1940-04-01,50.9,82,28,1940,4
1941-04-01,60.5,94,37,1941,4
1942-04-01,59.1,92,35,1942,4
1943-04-01,51.2,81,31,1943,4
1944-04-01,53.8,84,30,1944,4
1945-04-01,59.5,86,35,1945,4
1946-04-01,55.9,89,35,1946,4
1947-04-01,57.2,86,36,1947,4
1948-04-01,55.9,84,35,1948,4
1949-04-01,55.0,86,35,1949,4
1950-04-01,52.4,80,24,1950,4
1951-04-01,55.9,86,35,1951,4
1952-04-01,57.0,88,36,1952,4
1953-04-01,56.1,88,33,1953,4
1954-04-01,59.6,84,28,1954,4
1955-04-01,58.2,82,35,1955,4
1956-04-01,53.6,87,31,1956,4
1957-04-01,59.2,92,33,1957,4
1958-04-01,57.1,85,36,1958,4
1959-04-01,58.4,90,34,1959,4
1960-04-01,61.2,95,33,1960,4
1961-04-01,52.0,88,32,1961,4
1962-04-01,56.2,87,32,1962,4
1963-04-01,57.8,89,38,1963,4
1964-04-01,54.0,89,30,1964,4
1965-04-01,51.8,83,30,1965,4
1966-04-01,52.7,86,35,1966,4
1967-04-01,57.6,88,32,1967,4
1968-04-01,57.9,86,37,1968,4
1969-04-01,58.6,90,27,1969,4
1970-04-01,55.2,83,34,1970,4
1971-04-01,55.0,81,35,1971,4
1972-04-01,54.1,85,28,1972,4
1973-04-01,55.9,86,32,1973,4
1974-04-01,58.3,91,33,1974,4
1975-04-01,53.6,79,33,1975,4
1976-04-01,59.9,95,32,1976,4
1977-04-01,60.1,90,30,1977,4
1978-04-01,57.7,88,40,1978,4
1979-04-01,56.0,79,35,1979,4
1980-04-01,60.1,80,35,1980,4
1981-04-01,62.0,86,39,1981,4
1982-04-01,54.0,82,24,1982,4
1983-04-01,53.2,88,33,1983,4
1984-04-01,54.8,80,36,1984,4
1985-04-01,61.6,93,29,1985,4
1986-04-01,56.2,81,35,1986,4
1987-04-01,54.8,84,29,1987,4
1988-04-01,54.4,79,35,1988,4
1989-04-01,55.4,80,35,1989,4
1990-04-01,56.8,93,31,1990,4
1991-04-01,58.2,87,35,1991,4
1992-04-01,55.4,85,31,1992,4
1993-04-01,54.8,81,35,1993,4
1994-04-01,62.0,90,36,1994,4
1995-04-01,56.3,91,30,1995,4
1996-04-01,56.8,87,35,1996,4
1997-04-01,54.0,79,28,1997,4
1998-04-01,57.4,79,38,1998,4
1999-04-01,56.5,85,41,1999,4
2000-04-01,55.6,82,34,2000,4
2001-04-01,57.6,89,34,2001,4
2002-04-01,60.0,95,32,2002,4
2003-04-01,55.1,85,32,2003,4
2004-04-01,57.4,91,31,2004,4
2005-04-01,57.3,86,40,2005,4
2006-04-01,59.5,83,34,2006,4
2007-04-01,53.6,86,29,2007,4
2008-04-01,58.9,85,40,2008,4
2009-04-01,57.0,92,36,2009,4
2010-04-01,60.8,90,41,2010,4
2011-04-01,58.8,86,36,2011,4
2012-04-01,58.3,89,40,2012,4
2013-04-01,58.9,91,31,2013,4
2014-04-01,57.3,85,34,2014,4
2015-04-01,59.4,84,39,2015,4
2016-04-01,56.9,86,30,2016,4
2017-04-01,63.8,91,39,2017,4
2018-04-01,54.9,86,34,2018,4
2019-04-01,62.4,84,34,2019,4
2020-04-01,55.3,81,37,2020,4
2021-04-01,58.2,88,31,2021,4
2022-04-01,57.0,86,39,2022,4
2023-04-01,62.1,88,40,2023,4
2024-04-01,60.5,89,40,2024,4
2025-04-01,61.7,84,34,2025,4
