Date,AvgTemp,MaxTemp,MinTemp,Year,Month
1872-05-01,67.3,92,41,1872,5
1873-05-01,63.7,92,43,1873,5
1874-05-01,62.9,92,40,1874,5
1875-05-01,63.2,92,40,1875,5
1876-05-01,64.4,90,34,1876,5
1877-05-01,61.6,96,40,1877,5
1878-05-01,62.4,87,39,1878,5
1879-05-01,65.2,94,37,1879,5
1880-05-01,70.5,96,38,1880,5
1881-05-01,67.6,95,44,1881,5
1882-05-01,59.2,86,37,1882,5
1883-05-01,63.7,90,43,1883,5
1884-05-01,64.9,92,42,1884,5
1885-05-01,62.3,86,40,1885,5
1886-05-01,62.3,84,43,1886,5
1887-05-01,68.1,89,50,1887,5
1888-05-01,62.9,89,39,1888,5
1889-05-01,64.7,93,39,1889,5
1890-05-01,63.8,86,42,1890,5
1891-05-01,61.4,89,38,1891,5
1892-05-01,63.8,89,44,1892,5
1893-05-01,61.6,89,40,1893,5
1894-05-01,65.9,88,41,1894,5
1895-05-01,62.6,95,40,1895,5
1896-05-01,68.8,94,42,1896,5
1897-05-01,62.3,83,43,1897,5
1898-05-01,64.4,91,36,1898,5
1899-05-01,64.4,90,42,1899,5
1900-05-01,64.4,94,38,1900,5
1901-05-01,62.5,84,42,1901,5
1902-05-01,65.4,90,41,1902,5
1903-05-01,64.5,91,38,1903,5
1904-05-01,65.0,89,43,1904,5
1905-05-01,65.2,87,41,1905,5
1906-05-01,64.4,92,33,1906,5
1907-05-01,59.3,85,39,1907,5
1908-05-01,65.3,92,39,1908,5
1909-05-01,64.4,90,36,1909,5
1910-05-01,61.5,87,39,1910,5
1911-05-01,70.1,96,37,1911,5
1912-05-01,65.1,90,41,1912,5
1913-05-01,64.4,90,37,1913,5
1914-05-01,66.9,95,41,1914,5
1915-05-01,62.5,86,42,1915,5
1916-05-01,66.7,93,46,1916,5
1917-05-01,59.6,89,42,1917,5
1918-05-01,69.6,93,42,1918,5
1919-05-01,64.6,92,47,1919,5
1920-05-01,60.0,86,38,1920,5
1921-05-01,62.3,88,44,1921,5
1922-05-01,66.9,88,41,1922,5
1923-05-01,63.4,88,37,1923,5
1924-05-01,60.0,88,40,1924,5
1925-05-01,60.6,97,38,1925,5
1926-05-01,64.3,88,39,1926,5
1927-05-01,64.0,91,42,1927,5
1928-05-01,63.1,94,41,1928,5
1929-05-01,64.5,92,42,1929,5
1930-05-01,67.3,95,45,1930,5
1931-05-01,65.1,92,40,1931,5
1932-05-01,64.2,91,44,1932,5
1933-05-01,67.2,91,47,1933,5
1934-05-01,66.5,95,47,1934,5
1935-05-01,61.8,89,44,1935,5
1936-05-01,67.4,92,43,1936,5
1937-05-01,65.8,91,40,1937,5
1938-05-01,63.4,86,44,1938,5
1939-05-01,68.0,95,40,1939,5
1940-05-01,64.4,92,43,1940,5
1941-05-01,66.8,97,41,1941,5
1942-05-01,69.1,96,48,1942,5
1943-05-01,67.1,90,37,1943,5
1944-05-01,71.6,92,48,1944,5
1945-05-01,62.8,89,35,1945,5
1946-05-01,65.3,87,44,1946,5
1947-05-01,64.6,90,34,1947,5
1948-05-01,64.6,90,45,1948,5
1949-05-01,66.0,91,43,1949,5
1950-05-01,64.5,93,44,1950,5
1951-05-01,64.9,89,47,1951,5
1952-05-01,64.2,86,45,1952,5
1953-05-01,70.0,92,50,1953,5
1954-05-01,62.6,87,40,1954,5
1955-05-01,67.1,89,45,1955,5
1956-05-01,63.6,93,40,1956,5
1957-05-01,67.2,92,40,1957,5
1958-05-01,65.2,89,45,1958,5
1959-05-01,69.7,91,47,1959,5
1960-05-01,63.7,87,42,1960,5
1961-05-01,62.2,87,42,1961,5
1962-05-01,68.6,95,44,1962,5
1963-05-01,64.9,96,41,1963,5
1964-05-01,68.1,94,44,1964,5
1965-05-01,69.1,95,49,1965,5
1966-05-01,65.0,92,36,1966,5
1967-05-01,60.0,86,42,1967,5
1968-05-01,63.7,85,42,1968,5
1969-05-01,68.4,97,40,1969,5
1970-05-01,68.2,93,38,1970,5
1971-05-01,63.7,90,43,1971,5
1972-05-01,64.5,82,44,1972,5
1973-05-01,62.8,85,40,1973,5
1974-05-01,65.1,92,39,1974,5
1975-05-01,69.7,91,49,1975,5
1976-05-01,65.0,87,43,1976,5
1977-05-01,69.4,92,43,1977,5
1978-05-01,65.8,88,42,1978,5
1979-05-01,67.7,89,47,1979,5
1980-05-01,69.5,90,45,1980,5
