Date,AvgTemp,MaxTemp,MinTemp,Year,Month
1981-05-01,66.2,90,45,1981,5
1982-05-01,69.0,90,48,1982,5
1983-05-01,64.8,86,43,1983,5
1984-05-01,64.8,90,41,1984,5
1985-05-01,68.1,86,46,1985,5
1986-05-01,68.0,92,39,1986,5
1987-05-01,67.2,97,42,1987,5
1988-05-01,65.8,92,45,1988,5
1989-05-01,64.1,87,44,1989,5
1990-05-01,64.2,85,48,1990,5
1991-05-01,73.0,99,51,1991,5
1992-05-01,62.3,91,43,1992,5
1993-05-01,67.4,89,48,1993,5
1994-05-01,63.0,92,44,1994,5
1995-05-01,65.8,88,45,1995,5
1996-05-01,63.9,96,42,1996,5
1997-05-01,62.9,96,42,1997,5
1998-05-01,67.5,91,50,1998,5
1999-05-01,67.3,92,47,1999,5
2000-05-01,67.8,91,46,2000,5
2001-05-01,65.9,88,46,2001,5
2002-05-01,65.2,91,42,2002,5
2003-05-01,61.7,82,45,2003,5
2004-05-01,71.8,92,44,2004,5
2005-05-01,61.9,84,38,2005,5
2006-05-01,65.1,95,45,2006,5
2007-05-01,67.8,91,44,2007,5
2008-05-01,64.7,87,48,2008,5
2009-05-01,65.5,86,45,2009,5
2010-05-01,69.3,93,43,2010,5
2011-05-01,68.3,98,46,2011,5
2012-05-01,71.4,91,52,2012,5
2013-05-01,66.7,91,42,2013,5
2014-05-01,68.4,92,49,2014,5
2015-05-01,73.2,92,51,2015,5
2016-05-01,63.9,88,45,2016,5
2017-05-01,65.5,93,46,2017,5
2018-05-01,72.4,91,49,2018,5
2019-05-01,71.0,93,50,2019,5
2020-05-01,63.8,87,37,2020,5
2021-05-01,66.1,94,44,2021,5
2022-05-01,67.8,96,43,2022,5
2023-05-01,65.0,85,47,2023,5
2024-05-01,69.3,91,48,2024,5
2025-05-01,67.0,87,49,2025,5
