Date,AvgTemp,MaxTemp,MinTemp,Year,Month
1872-08-01,80.0,98,55,1872,8
1873-08-01,76.0,98,57,1873,8
1874-08-01,72.7,100,50,1874,8
1875-08-01,72.7,90,56,1875,8
1876-08-01,75.7,96,53,1876,8
1877-08-01,76.8,94,61,1877,8
1878-08-01,75.8,94,58,1878,8
1879-08-01,74.9,94,55,1879,8
1880-08-01,75.3,95,59,1880,8
1881-08-01,77.3,101,57,1881,8
1882-08-01,74.4,91,56,1882,8
1883-08-01,72.6,94,55,1883,8
1884-08-01,75.2,95,57,1884,8
1885-08-01,73.9,94,51,1885,8
1886-08-01,73.4,92,56,1886,8
1887-08-01,73.3,92,51,1887,8
1888-08-01,75.9,97,52,1888,8
1889-08-01,72.5,90,55,1889,8
1890-08-01,73.5,95,49,1890,8
1891-08-01,74.5,95,54,1891,8
1892-08-01,76.2,95,60,1892,8
1893-08-01,74.7,95,55,1893,8
1894-08-01,74.0,92,54,1894,8
1895-08-01,77.2,97,54,1895,8
1896-08-01,75.8,98,50,1896,8
1897-08-01,73.4,90,57,1897,8
1898-08-01,76.9,93,57,1898,8
1899-08-01,74.8,96,58,1899,8
1900-08-01,79.6,101,59,1900,8
1901-08-01,76.1,91,59,1901,8
1902-08-01,72.6,90,51,1902,8
1903-08-01,71.8,96,54,1903,8
1904-08-01,72.3,92,52,1904,8
1905-08-01,73.6,90,52,1905,8
1906-08-01,76.4,94,62,1906,8
1907-08-01,72.4,91,55,1907,8
1908-08-01,73.1,95,52,1908,8
1909-08-01,73.1,96,53,1909,8
1910-08-01,73.8,90,58,1910,8
1911-08-01,76.6,100,54,1911,8
1912-08-01,73.4,92,53,1912,8
1913-08-01,74.2,97,54,1913,8
1914-08-01,76.4,97,58,1914,8
1915-08-01,74.0,97,54,1915,8
1916-08-01,75.1,97,56,1916,8
1917-08-01,75.9,96,54,1917,8
1918-08-01,77.6,106,53,1918,8
1919-08-01,73.6,93,55,1919,8
1920-08-01,74.9,92,56,1920,8
1921-08-01,72.7,93,53,1921,8
1922-08-01,73.1,92,53,1922,8
1923-08-01,74.4,94,51,1923,8
1924-08-01,74.8,102,53,1924,8
1925-08-01,73.0,92,52,1925,8
1926-08-01,76.3,99,60,1926,8
1927-08-01,70.0,90,54,1927,8
1928-08-01,77.0,97,57,1928,8
1929-08-01,74.4,95,54,1929,8
1930-08-01,76.8,102,55,1930,8
1931-08-01,75.6,98,56,1931,8
1932-08-01,77.8,100,58,1932,8
1933-08-01,76.0,98,60,1933,8
1934-08-01,74.1,92,49,1934,8
1935-08-01,76.8,98,54,1935,8
1936-08-01,77.9,98,59,1936,8
1937-08-01,77.8,97,62,1937,8
1938-08-01,78.7,96,60,1938,8
1939-08-01,78.9,96,64,1939,8
1940-08-01,73.4,91,57,1940,8
1941-08-01,76.1,96,55,1941,8
1942-08-01,75.1,93,51,1942,8
1943-08-01,79.0,100,59,1943,8
1944-08-01,76.3,96,53,1944,8
1945-08-01,74.8,94,56,1945,8
1946-08-01,72.5,91,53,1946,8
1947-08-01,79.0,96,62,1947,8
1948-08-01,75.8,99,57,1948,8
1949-08-01,77.6,97,58,1949,8
1950-08-01,75.6,92,58,1950,8
1951-08-01,76.8,94,57,1951,8
1952-08-01,76.2,90,54,1952,8
1953-08-01,76.3,100,58,1953,8
1954-08-01,75.2,94,58,1954,8
1955-08-01,78.3,98,62,1955,8
1956-08-01,74.9,93,55,1956,8
1957-08-01,75.6,98,58,1957,8
1958-08-01,75.4,92,60,1958,8
1959-08-01,80.2,96,61,1959,8
1960-08-01,78.5,94,61,1960,8
1961-08-01,77.6,94,58,1961,8
1962-08-01,76.7,99,59,1962,8
1963-08-01,75.4,94,51,1963,8
1964-08-01,75.5,94,53,1964,8
1965-08-01,77.2,96,52,1965,8
1966-08-01,78.7,94,62,1966,8
1967-08-01,76.2,94,60,1967,8
1968-08-01,79.2,98,55,1968,8
1969-08-01,76.3,92,58,1969,8
1970-08-01,79.0,94,61,1970,8
1971-08-01,76.7,93,58,1971,8
1972-08-01,75.9,92,57,1972,8
1973-08-01,79.9,98,60,1973,8
1974-08-01,78.3,93,60,1974,8
1975-08-01,80.0,98,64,1975,8
1976-08-01,76.7,94,58,1976,8
1977-08-01,78.8,95,56,1977,8
1978-08-01,81.3,93,65,1978,8
1979-08-01,78.5,97,58,1979,8
1980-08-01,82.8,100,64,1980,8
1981-08-01,77.0,94,58,1981,8
1982-08-01,75.3,92,53,1982,8
1983-08-01,81.0,101,60,1983,8
1984-08-01,77.8,91,59,1984,8
1985-08-01,76.7,98,59,1985,8
1986-08-01,74.6,95,49,1986,8
1987-08-01,78.7,100,58,1987,8
1988-08-01,80.6,103,60,1988,8
1989-08-01,77.0,94,57,1989,8
1990-08-01,76.5,93,62,1990,8
1991-08-01,80.0,97,65,1991,8
1992-08-01,73.9,93,56,1992,8
1993-08-01,79.6,96,62,1993,8
1994-08-01,75.5,93,56,1994,8
1995-08-01,81.3,98,64,1995,8
1996-08-01,76.5,93,63,1996,8
1997-08-01,77.6,105,59,1997,8
1998-08-01,79.4,97,57,1998,8
1999-08-01,79.6,99,62,1999,8
2000-08-01,75.1,92,59,2000,8
2001-08-01,78.9,97,63,2001,8
2002-08-01,81.1,100,61,2002,8
2003-08-01,78.8,94,64,2003,8
2004-08-01,75.9,91,58,2004,8
2005-08-01,80.1,97,62,2005,8
2006-08-01,80.5,101,61,2006,8
2007-08-01,79.7,102,63,2007,8
2008-08-01,77.8,94,64,2008,8
2009-08-01,79.8,97,62,2009,8
2010-08-01,80.1,98,66,2010,8
2011-08-01,79.9,100,63,2011,8
2012-08-01,81.0,98,66,2012,8
2013-08-01,77.1,94,60,2013,8
2014-08-01,77.7,96,62,2014,8
2015-08-01,79.3,96,63,2015,8
2016-08-01,82.7,101,67,2016,8
2017-08-01,77.4,92,62,2017,8
2018-08-01,81.0,94,63,2018,8
2019-08-01,80.1,98,64,2019,8
2020-08-01,79.6,93,66,2020,8
2021-08-01,80.9,96,66,2021,8
2022-08-01,80.4,97,64,2022,8
2023-08-01,78.7,94,63,2023,8
2024-08-01,79.3,101,58,2024,8
2025-08-01,75.8,96,58,2025,8
