Date,AvgTemp,MaxTemp,MinTemp,Year,Month
1932-09-01,70.3,98,46,1932,9
1933-09-01,71.8,94,52,1933,9
1934-09-01,70.6,87,52,1934,9
1935-09-01,67.0,89,41,1935,9
1936-09-01,71.5,93,47,1936,9
1937-09-01,65.9,94,45,1937,9
1938-09-01,67.4,90,48,1938,9
1939-09-01,71.0,100,51,1939,9
1940-09-01,66.8,92,42,1940,9
1941-09-01,72.8,96,49,1941,9
1942-09-01,70.4,91,38,1942,9
1943-09-01,67.6,97,43,1943,9
1944-09-01,70.5,92,53,1944,9
1945-09-01,72.8,91,54,1945,9
1946-09-01,70.4,93,49,1946,9
1947-09-01,69.8,94,41,1947,9
1948-09-01,69.4,90,49,1948,9
1949-09-01,67.1,88,47,1949,9
1950-09-01,66.9,90,44,1950,9
1951-09-01,70.3,90,44,1951,9
1952-09-01,68.9,93,48,1952,9
1953-09-01,69.7,100,46,1953,9
1954-09-01,73.2,99,50,1954,9
1955-09-01,69.9,87,51,1955,9
1956-09-01,66.6,93,41,1956,9
1957-09-01,71.9,94,45,1957,9
1958-09-01,69.1,93,48,1958,9
1959-09-01,73.1,92,48,1959,9
1960-09-01,71.3,92,51,1960,9
1961-09-01,74.8,95,47,1961,9
1962-09-01,66.9,94,44,1962,9
1963-09-01,66.5,92,39,1963,9
1964-09-01,69.9,94,47,1964,9
1965-09-01,72.6,92,48,1965,9
1966-09-01,68.6,94,49,1966,9
1967-09-01,67.9,87,47,1967,9
1968-09-01,72.0,92,50,1968,9
1969-09-01,70.1,91,48,1969,9
1970-09-01,75.0,96,48,1970,9
1971-09-01,73.0,90,52,1971,9
1972-09-01,71.0,91,50,1972,9
1973-09-01,74.3,96,52,1973,9
1974-09-01,70.2,91,45,1974,9
1975-09-01,68.5,86,48,1975,9
1976-09-01,70.3,93,49,1976,9
1977-09-01,73.9,94,55,1977,9
1978-09-01,73.6,94,50,1978,9
1979-09-01,71.6,87,54,1979,9
1980-09-01,77.1,101,52,1980,9
1981-09-01,71.0,94,49,1981,9
1982-09-01,70.6,91,51,1982,9
1983-09-01,72.6,98,46,1983,9
1984-09-01,68.2,93,47,1984,9
1985-09-01,71.9,96,50,1985,9
1986-09-01,70.9,93,47,1986,9
1987-09-01,72.0,87,51,1987,9
1988-09-01,68.9,91,51,1988,9
1989-09-01,71.4,96,46,1989,9
1990-09-01,69.6,93,46,1990,9
1991-09-01,71.0,96,47,1991,9
1992-09-01,69.2,88,44,1992,9
1993-09-01,70.9,96,46,1993,9
1994-09-01,70.2,91,52,1994,9
1995-09-01,70.9,95,52,1995,9
1996-09-01,70.5,90,52,1996,9
1997-09-01,70.4,91,49,1997,9
1998-09-01,75.4,95,51,1998,9
1999-09-01,70.0,86,48,1999,9
2000-09-01,67.6,88,48,2000,9
2001-09-01,68.9,87,46,2001,9
2002-09-01,73.0,92,55,2002,9
2003-09-01,70.4,85,49,2003,9
2004-09-01,71.6,87,51,2004,9
2005-09-01,75.0,93,50,2005,9
2006-09-01,67.8,85,50,2006,9
2007-09-01,72.9,91,50,2007,9
2008-09-01,74.0,95,56,2008,9
2009-09-01,70.2,87,54,2009,9
2010-09-01,75.5,99,56,2010,9
2011-09-01,71.3,87,49,2011,9
2012-09-01,72.2,95,53,2012,9
2013-09-01,71.3,94,51,2013,9
2014-09-01,73.8,95,54,2014,9
2015-09-01,74.9,96,55,2015,9
2016-09-01,76.0,98,59,2016,9
2017-09-01,72.5,92,53,2017,9
2018-09-01,75.4,95,59,2018,9
2019-09-01,76.5,98,55,2019,9
2020-09-01,70.2,91,46,2020,9
2021-09-01,73.2,90,54,2021,9
2022-09-01,72.7,91,51,2022,9
2023-09-01,73.4,99,55,2023,9
2024-09-01,72.5,87,56,2024,9
2025-09-01,72.2,93,56,2025,9
