Date,AvgTemp,MaxTemp,MinTemp,Year,Month
1986-01-01,35.3,66,12,1986,1
1987-01-01,34.7,60,7,1987,1
1988-01-01,31.0,65,10,1988,1
1989-01-01,39.8,63,19,1989,1
1990-01-01,43.6,69,26,1990,1
1991-01-01,38.6,59,18,1991,1
1992-01-01,38.2,65,14,1992,1
1993-01-01,39.7,65,22,1993,1
1994-01-01,28.8,61,-4,1994,1
1995-01-01,39.6,70,15,1995,1
1996-01-01,32.8,62,14,1996,1
1997-01-01,37.0,73,11,1997,1
1998-01-01,43.0,69,18,1998,1
1999-01-01,38.1,71,16,1999,1
2000-01-01,35.8,71,14,2000,1
2001-01-01,35.5,59,20,2001,1
2002-01-01,41.6,77,20,2002,1
2003-01-01,31.1,62,11,2003,1
2004-01-01,30.6,72,8,2004,1
2005-01-01,36.0,71,12,2005,1
2006-01-01,43.0,65,25,2006,1
2007-01-01,40.7,73,15,2007,1
2008-01-01,40.0,73,18,2008,1
2009-01-01,31.6,51,8,2009,1
2010-01-01,35.3,68,16,2010,1
2011-01-01,33.6,59,17,2011,1
2012-01-01,40.7,68,17,2012,1
2013-01-01,40.3,72,15,2013,1
2014-01-01,32.2,61,6,2014,1
2015-01-01,35.6,67,12,2015,1
2016-01-01,34.9,62,15,2016,1
2017-01-01,42.2,72,15,2017,1
2018-01-01,35.7,68,8,2018,1
2019-01-01,37.2,64,10,2019,1
2020-01-01,42.4,72,23,2020,1
2021-01-01,38.6,58,24,2021,1
2022-01-01,34.6,66,16,2022,1
2023-01-01,45.2,69,29,2023,1
2024-01-01,39.8,80,16,2024,1
2025-01-01,34.2,64,15,2025,1
2026-01-01,33.3,63,10,2026,1
