Date,TotalPrecip,Year,Month
1871-05-01,3.45,1871,5
1872-05-01,1.43,1872,5
1873-05-01,5.22,1873,5
1874-05-01,2.82,1874,5
1875-05-01,1.01,1875,5
1876-05-01,3.02,1876,5
1877-05-01,2.26,1877,5
1878-05-01,5.27,1878,5
1879-05-01,1.58,1879,5
1880-05-01,3.37,1880,5
1881-05-01,1.86,1881,5
1882-05-01,5.0,1882,5
1883-05-01,2.5,1883,5
1884-05-01,3.09,1884,5
1885-05-01,2.85,1885,5
1886-05-01,10.6,1886,5
1887-05-01,2.5,1887,5
1888-05-01,4.77,1888,5
1889-05-01,10.69,1889,5
1890-05-01,4.73,1890,5
1891-05-01,3.72,1891,5
1892-05-01,4.07,1892,5
1893-05-01,5.41,1893,5
1894-05-01,4.03,1894,5
1895-05-01,3.09,1895,5
1896-05-01,2.26,1896,5
1897-05-01,6.97,1897,5
1898-05-01,3.6,1898,5
1899-05-01,2.53,1899,5
1900-05-01,4.02,1900,5
1901-05-01,2.81,1901,5
1902-05-01,3.35,1902,5
1903-05-01,2.75,1903,5
1904-05-01,2.64,1904,5
1905-05-01,3.22,1905,5
1906-05-01,1.8,1906,5
1907-05-01,5.03,1907,5
1908-05-01,6.1,1908,5
1909-05-01,3.77,1909,5
1910-05-01,3.43,1910,5
1911-05-01,0.87,1911,5
1912-05-01,4.84,1912,5
1913-05-01,4.56,1913,5
1914-05-01,1.72,1914,5
1915-05-01,2.18,1915,5
1916-05-01,2.3,1916,5
1917-05-01,1.84,1917,5
1918-05-01,2.35,1918,5
1919-05-01,5.27,1919,5
1920-05-01,1.42,1920,5
1921-05-01,5.82,1921,5
1922-05-01,4.27,1922,5
1923-05-01,1.5,1923,5
1924-05-01,6.73,1924,5
1925-05-01,1.67,1925,5
1926-05-01,2.22,1926,5
1927-05-01,2.21,1927,5
1928-05-01,4.0,1928,5
1929-05-01,2.29,1929,5
1930-05-01,1.81,1930,5
1931-05-01,4.84,1931,5
1932-05-01,5.07,1932,5
1933-05-01,6.26,1933,5
1934-05-01,3.85,1934,5
1935-05-01,3.54,1935,5
1936-05-01,5.32,1936,5
1937-05-01,4.02,1937,5
1938-05-01,3.51,1938,5
1939-05-01,0.41,1939,5
1940-05-01,3.1,1940,5
1941-05-01,1.58,1941,5
1942-05-01,3.93,1942,5
1943-05-01,4.04,1943,5
1944-05-01,1.02,1944,5
1945-05-01,3.44,1945,5
1946-05-01,6.99,1946,5
1947-05-01,4.44,1947,5
1948-05-01,8.87,1948,5
1949-05-01,6.33,1949,5
1950-05-01,5.76,1950,5
1951-05-01,2.74,1951,5
1952-05-01,4.73,1952,5
1953-05-01,10.69,1953,5
1954-05-01,2.98,1954,5
1955-05-01,3.38,1955,5
1956-05-01,2.17,1956,5
1957-05-01,1.4,1957,5
1958-05-01,2.77,1958,5
1959-05-01,2.89,1959,5
1960-05-01,4.35,1960,5
1961-05-01,2.57,1961,5
1962-05-01,3.46,1962,5
1963-05-01,1.06,1963,5
1964-05-01,1.46,1964,5
1965-05-01,1.72,1965,5
1966-05-01,2.74,1966,5
1967-05-01,4.27,1967,5
1968-05-01,4.23,1968,5
1969-05-01,1.2,1969,5
1970-05-01,2.79,1970,5
1971-05-01,6.8,1971,5
1972-05-01,4.78,1972,5
1973-05-01,3.39,1973,5
1974-05-01,4.37,1974,5
1975-05-01,4.71,1975,5
1976-05-01,3.57,1976,5
1977-05-01,1.73,1977,5
1978-05-01,5.13,1978,5
1979-05-01,3.55,1979,5
1980-05-01,2.64,1980,5
1981-05-01,3.42,1981,5
1982-05-01,5.11,1982,5
1983-05-01,4.62,1983,5
1984-05-01,3.8,1984,5
1985-05-01,5.79,1985,5
1986-05-01,0.75,1986,5
1987-05-01,2.54,1987,5
1988-05-01,4.5,1988,5
1989-05-01,7.77,1989,5
1990-05-01,5.2,1990,5
1991-05-01,1.57,1991,5
1992-05-01,3.41,1992,5
1993-05-01,3.4,1993,5
1994-05-01,1.56,1994,5
1995-05-01,4.19,1995,5
1996-05-01,4.96,1996,5
1997-05-01,3.04,1997,5
1998-05-01,4.05,1998,5
1999-05-01,1.28,1999,5
2000-05-01,3.08,2000,5
2001-05-01,3.71,2001,5
2002-05-01,2.17,2002,5
2003-05-01,7.06,2003,5
2004-05-01,2.98,2004,5
2005-05-01,4.61,2005,5
2006-05-01,2.21,2006,5
2007-05-01,1.75,2007,5
2008-05-01,10.66,2008,5
2009-05-01,8.05,2009,5
2010-05-01,2.4,2010,5
2011-05-01,1.7,2011,5
2012-05-01,3.28,2012,5
2013-05-01,2.82,2013,5
2014-05-01,4.96,2014,5
2015-05-01,1.92,2015,5
2016-05-01,5.65,2016,5
2017-05-01,5.55,2017,5
2018-05-01,8.73,2018,5
2019-05-01,4.97,2019,5
2020-05-01,2.49,2020,5
2021-05-01,3.77,2021,5
2022-05-01,6.36,2022,5
2023-05-01,1.34,2023,5
2024-05-01,4.3,2024,5
2025-05-01,7.73,2025,5
