near-normal,DATE,D0,D1,D2,D3,D4,W0,W1,W2,W3,W4
24.66,1922-02-01,31.52333333333336,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.63,1922-03-01,44.97333333333336,14.36,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0
54.99,1922-04-01,27.80666666666669,9.413333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.19,1922-05-01,25.110000000000024,9.386666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.41,1922-06-01,10.10666666666669,3.9466666666666668,0.0,0.0,0.0,23.09,0.6,0.0,0.0,0.0
21.29,1922-07-01,2.1666666666666905,0.0,0.0,0.0,0.0,78.72,66.86,0.3,0.0,0.0
41.21,1922-08-01,0.0,0.0,0.0,0.0,0.0,58.79,15.0,0.0,0.0,0.0
37.88,1922-09-01,3.860000000000024,0.32,0.0,0.0,0.0,62.12,41.6,0.0,0.0,0.0
67.55,1922-10-01,15.543333333333356,7.163333333333334,0.0,0.0,0.0,20.87,1.97,0.0,0.0,0.0
64.95,1922-11-01,29.750000000000018,13.903333333333334,0.3433333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.38,1922-12-01,30.426666666666687,14.166666666666666,0.3433333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.08,1923-01-01,25.640000000000025,7.706666666666666,0.3433333333333333,0.0,0.0,5.29,0.0,0.0,0.0,0.0
67.77,1923-02-01,20.620000000000022,3.186666666666667,0.0,0.0,0.0,11.54,1.63,0.0,0.0,0.0
62.47,1923-03-01,30.69666666666669,11.266666666666666,0.2333333333333333,0.0,0.0,9.96,0.18,0.0,0.0,0.0
56.16,1923-04-01,46.7166666666667,23.0,3.473333333333333,0.51,0.0,0.0,0.0,0.0,0.0,0.0
31.26,1923-05-01,60.05000000000003,36.49333333333333,7.543333333333334,1.6600000000000001,0.0,0.0,0.0,0.0,0.0,0.0
32.43,1923-06-01,58.07000000000002,34.27333333333333,8.093333333333334,1.6600000000000001,0.0,0.0,0.0,0.0,0.0,0.0
62.1,1923-07-01,40.15000000000003,22.486666666666665,4.8533333333333335,1.1500000000000001,0.0,0.0,0.0,0.0,0.0,0.0
84.82,1923-08-01,24.42666666666669,8.406666666666668,0.7833333333333333,0.0,0.0,0.19,0.0,0.0,0.0,0.0
79.61,1923-09-01,31.520000000000024,8.33666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.81,1923-10-01,51.3966666666667,14.640000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.41,1923-11-01,73.50000000000001,30.76333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.29,1923-12-01,76.56666666666668,37.23666666666667,0.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.61,1924-01-01,55.94333333333335,31.180000000000003,0.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.19,1924-02-01,29.16000000000002,13.423333333333334,0.4666666666666666,0.0,0.0,0.06,0.0,0.0,0.0,0.0
68.51,1924-03-01,6.366666666666691,0.576666666666669,0.0,0.0,0.0,25.15,3.76,0.0,0.0,0.0
52.33,1924-04-01,2.1166666666666902,0.0,0.0,0.0,0.0,47.68,2.91,0.0,0.0,0.0
11.24,1924-05-01,0.0,0.0,0.0,0.0,0.0,88.76,71.97,7.4,0.0,0.0
12.0,1924-06-01,0.0,0.0,0.0,0.0,0.0,87.99,73.96,17.18,0.0,0.0
20.43,1924-07-01,0.0,0.0,0.0,0.0,0.0,79.57,57.34,0.07,0.0,0.0
14.43,1924-08-01,0.0,0.0,0.0,0.0,0.0,85.58,65.16,10.25,0.1,0.0
0.0,1924-09-01,0.0,0.0,0.0,0.0,0.0,100.0,99.98,65.16,31.83,0.07
0.0,1924-10-01,0.0,0.0,0.0,0.0,0.0,99.99,64.54,1.49,0.0,0.0
25.9,1924-11-01,0.0,0.0,0.0,0.0,0.0,74.08,34.35,0.0,0.0,0.0
85.47,1924-12-01,0.0,0.0,0.0,0.0,0.0,14.53,0.0,0.0,0.0,0.0
91.18,1925-01-01,16.243333333333357,3.6900000000000026,0.0,0.0,0.0,8.82,0.0,0.0,0.0,0.0
51.27,1925-02-01,49.160000000000025,18.956666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.25,1925-03-01,70.93333333333335,20.533333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.67,1925-04-01,86.65333333333336,42.59,2.2566666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.09,1925-05-01,87.07000000000004,60.656666666666666,35.589999999999996,30.33,18.666666666666668,0.0,0.0,0.0,0.0,0.0
0.0,1925-06-01,98.63000000000004,92.41333333333334,59.27333333333333,31.046666666666667,18.666666666666668,0.0,0.0,0.0,0.0,0.0
0.0,1925-07-01,100.0,100.0,82.48,39.31333333333333,18.666666666666668,0.0,0.0,0.0,0.0,0.0
0.0,1925-08-01,100.0,100.0,82.48,31.823333333333334,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1925-09-01,100.0,100.0,91.28333333333335,44.82333333333333,1.03,0.0,0.0,0.0,0.0,0.0
0.0,1925-10-01,100.0,100.0,75.63666666666667,38.25666666666667,1.03,0.0,0.0,0.0,0.0,0.0
0.0,1925-11-01,100.0,100.0,47.553333333333335,15.5,1.03,0.0,0.0,0.0,0.0,0.0
0.0,1925-12-01,99.99666666666671,99.99666666666667,17.676666666666666,1.9633333333333332,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1926-01-01,81.1566666666667,68.46333333333332,7.859999999999999,0.26333333333333336,0.0,0.0,0.0,0.0,0.0,0.0
56.52,1926-02-01,74.4466666666667,40.016666666666666,2.61,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
20.13,1926-03-01,74.45000000000003,39.96333333333333,3.8366666666666664,0.06,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1926-04-01,93.29000000000003,68.95666666666666,6.489999999999999,0.06,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1926-05-01,99.2966666666667,92.22333333333331,9.209999999999999,0.06,0.0,0.0,0.0,0.0,0.0,0.0
2.1,1926-06-01,99.1666666666667,90.17333333333333,19.24,3.85,0.3,0.0,0.0,0.0,0.0,0.0
0.37,1926-07-01,90.7366666666667,79.90333333333334,18.923333333333332,3.85,0.3,0.0,0.0,0.0,0.0,0.0
25.29,1926-08-01,70.0366666666667,56.97666666666667,16.203333333333333,3.85,0.3,0.0,0.0,0.0,0.0,0.0
64.22,1926-09-01,47.65000000000003,31.853333333333335,2.3366666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.55,1926-10-01,29.840000000000032,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.7,1926-11-01,20.320000000000032,8.693333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.3,1926-12-01,12.17000000000003,3.2266666666666666,0.0,0.0,0.0,16.47,0.0,0.0,0.0,0.0
74.14,1927-01-01,5.603333333333363,0.6366666666666666,0.0,0.0,0.0,17.87,0.0,0.0,0.0,0.0
39.45,1927-02-01,3.7200000000000286,0.6366666666666666,0.0,0.0,0.0,58.96,22.87,0.0,0.0,0.0
43.12,1927-03-01,1.2166666666666952,0.0,0.0,0.0,0.0,55.31,22.84,0.0,0.0,0.0
20.27,1927-04-01,1.3500000000000283,0.16333333333333333,0.0,0.0,0.0,79.24,53.17,2.84,0.0,0.0
85.8,1927-05-01,1.8633333333333617,0.4466666666666666,0.0,0.0,0.0,12.22,0.0,0.0,0.0,0.0
96.88,1927-06-01,2.933333333333362,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.3,1927-07-01,35.4266666666667,23.89,0.20666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.53,1927-08-01,67.72000000000003,56.94,20.086666666666666,6.579999999999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1927-09-01,81.44333333333337,57.62,20.086666666666666,6.579999999999999,0.0,0.0,0.0,0.0,0.0,0.0
55.13,1927-10-01,73.34666666666669,46.48333333333333,19.88,6.579999999999999,0.0,0.0,0.0,0.0,0.0,0.0
24.83,1927-11-01,44.660000000000025,13.616666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.56,1927-12-01,57.78000000000003,22.563333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.77,1928-01-01,45.17000000000004,18.686666666666667,0.2966666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.65,1928-02-01,61.643333333333366,27.883333333333336,1.0866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.64,1928-03-01,38.63333333333336,18.216666666666665,1.0866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.74,1928-04-01,32.02000000000003,10.313333333333333,0.79,0.0,0.0,13.06,2.26,0.0,0.0,0.0
69.16,1928-05-01,10.900000000000029,0.65,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0
39.61,1928-06-01,11.053333333333361,0.5266666666666667,0.0,0.0,0.0,60.38,35.51,20.37,11.36,0.0
70.18,1928-07-01,5.220000000000028,0.0,0.0,0.0,0.0,14.16,5.55,0.59,0.0,0.0
1.02,1928-08-01,5.220000000000028,0.0,0.0,0.0,0.0,98.98,87.13,15.88,3.92,0.46
0.79,1928-09-01,0.0,0.0,0.0,0.0,0.0,99.24,96.13,24.48,3.62,0.0
2.51,1928-10-01,0.0,0.0,0.0,0.0,0.0,97.49,50.19,11.47,0.13,0.0
35.81,1928-11-01,0.0,0.0,0.0,0.0,0.0,64.19,33.56,1.28,0.0,0.0
51.83,1928-12-01,0.033333333333361755,0.0,0.0,0.0,0.0,48.17,22.65,0.0,0.0,0.0
96.18,1929-01-01,0.033333333333361755,0.0,0.0,0.0,0.0,3.71,0.59,0.0,0.0,0.0
70.94,1929-02-01,0.2866666666666951,0.0,0.0,0.0,0.0,29.06,5.42,0.0,0.0,0.0
91.82,1929-03-01,0.2533333333333618,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,0.0
29.31,1929-04-01,23.213333333333363,3.5733333333333337,0.0,0.0,0.0,70.67,40.28,8.69,0.0,0.0
31.13,1929-05-01,32.84333333333336,3.8800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.34,1929-06-01,46.04333333333336,6.343333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.4,1929-07-01,45.27000000000003,8.776666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.44,1929-08-01,42.733333333333356,10.563333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.95,1929-09-01,29.53333333333336,8.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.75,1929-10-01,8.996666666666695,2.0933333333333346,0.0,0.0,0.0,14.26,4.1,0.0,0.0,0.0
82.82,1929-11-01,4.130000000000028,0.0,0.0,0.0,0.0,12.23,4.02,0.0,0.0,0.0
82.32,1929-12-01,29.433333333333362,10.646666666666668,0.0,0.0,0.0,10.24,1.05,0.0,0.0,0.0
24.09,1930-01-01,53.446666666666694,20.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.02,1930-02-01,81.0766666666667,47.943333333333335,22.993333333333336,15.229999999999999,0.04666666666666667,0.0,0.0,0.0,0.0,0.0
9.64,1930-03-01,83.5466666666667,61.06666666666667,30.543333333333333,15.616666666666665,0.04666666666666667,0.0,0.0,0.0,0.0,0.0
16.68,1930-04-01,88.2766666666667,74.93,30.930000000000003,15.63,0.04666666666666667,0.0,0.0,0.0,0.0,0.0
8.8,1930-05-01,86.58000000000003,71.99666666666668,11.026666666666666,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
14.74,1930-06-01,92.14000000000003,81.56,36.81,33.34666666666667,22.576666666666668,0.0,0.0,0.0,0.0,0.0
0.0,1930-07-01,95.08000000000003,90.74333333333334,69.75666666666667,66.66666666666667,55.910000000000004,0.0,0.0,0.0,0.0,0.0
0.0,1930-08-01,100.0,100.0,100.0,100.0,89.24333333333334,0.0,0.0,0.0,0.0,0.0
0.0,1930-09-01,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,1930-10-01,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,1930-11-01,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,1930-12-01,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,1931-01-01,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,1931-02-01,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,1931-03-01,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
0.0,1931-04-01,100.0,100.0,99.95333333333333,98.45666666666666,90.56666666666666,0.0,0.0,0.0,0.0,0.0
0.0,1931-05-01,100.0,100.0,93.18333333333334,81.00333333333333,57.836666666666666,0.0,0.0,0.0,0.0,0.0
0.0,1931-06-01,92.47333333333336,82.52,59.85,47.669999999999995,24.503333333333334,0.0,0.0,0.0,0.0,0.0
22.59,1931-07-01,59.14000000000002,49.18666666666667,26.563333333333333,15.88,0.6033333333333334,0.0,0.0,0.0,0.0,0.0
92.75,1931-08-01,25.806666666666697,15.853333333333339,0.0,0.0,0.0,7.25,0.49,0.0,0.0,0.0
95.85,1931-09-01,0.0,0.0,0.0,0.0,0.0,4.15,0.07,0.0,0.0,0.0
92.41,1931-10-01,0.05666666666669509,0.0,0.0,0.0,0.0,7.59,1.16,0.0,0.0,0.0
95.84,1931-11-01,13.470000000000029,0.0,0.0,0.0,0.0,3.98,0.16,0.0,0.0,0.0
58.04,1931-12-01,13.470000000000029,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0
82.17,1932-01-01,13.73000000000003,0.0,0.0,0.0,0.0,17.81,3.75,0.0,0.0,0.0
85.21,1932-02-01,0.3166666666666951,0.0,0.0,0.0,0.0,13.82,2.24,0.0,0.0,0.0
45.17,1932-03-01,4.210000000000028,0.07000000000000474,0.0,0.0,0.0,54.83,31.1,0.0,0.0,0.0
59.12,1932-04-01,8.290000000000028,0.723333333333338,0.0,0.0,0.0,29.21,10.85,0.0,0.0,0.0
76.14,1932-05-01,9.500000000000028,0.723333333333338,0.0,0.0,0.0,10.67,0.0,0.0,0.0,0.0
92.35,1932-06-01,5.860000000000028,0.6533333333333381,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0
98.63,1932-07-01,1.4633333333333616,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0
100.0,1932-08-01,0.2533333333333618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,1932-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.46,1932-10-01,0.0,0.0,0.0,0.0,0.0,29.54,0.0,0.0,0.0,0.0
3.75,1932-11-01,0.0,0.0,0.0,0.0,0.0,96.25,69.95,0.0,0.0,0.0
36.54,1932-12-01,0.0,0.0,0.0,0.0,0.0,63.46,1.36,0.0,0.0,0.0
11.4,1933-01-01,0.0,0.0,0.0,0.0,0.0,88.58,33.05,0.0,0.0,0.0
61.86,1933-02-01,0.0,0.0,0.0,0.0,0.0,38.12,0.17,0.0,0.0,0.0
25.23,1933-03-01,0.0,0.0,0.0,0.0,0.0,74.76,22.62,0.0,0.0,0.0
2.42,1933-04-01,0.0,0.0,0.0,0.0,0.0,97.6,89.92,20.66,0.0,0.0
0.0,1933-05-01,0.0,0.0,0.0,0.0,0.0,99.99,99.99,95.87,74.51,17.41
0.0,1933-06-01,0.0,0.0,0.0,0.0,0.0,99.99,99.99,95.54,82.51,26.77
0.0,1933-07-01,0.0,0.0,0.0,0.0,0.0,99.99,99.75,53.56,23.57,0.0
0.0,1933-08-01,0.0,0.0,0.0,0.0,0.0,99.99,99.88,89.98,71.29,24.08
0.0,1933-09-01,0.0,0.0,0.0,0.0,0.0,100.0,100.0,80.47,48.07,0.0
0.0,1933-10-01,0.0,0.0,0.0,0.0,0.0,100.0,96.51,60.76,26.89,0.0
3.33,1933-11-01,0.0,0.0,0.0,0.0,0.0,96.66,81.32,32.94,0.0,0.0
11.88,1933-12-01,0.0,0.0,0.0,0.0,0.0,88.12,78.91,27.73,0.0,0.0
32.4,1934-01-01,4.110000000000029,2.130000000000005,0.0,0.0,0.0,67.58,30.84,0.0,0.0,0.0
36.41,1934-02-01,5.000000000000028,2.130000000000005,0.0,0.0,0.0,51.25,1.64,0.0,0.0,0.0
30.77,1934-03-01,8.466666666666695,2.3500000000000045,0.0,0.0,0.0,66.57,49.73,0.0,0.0,0.0
68.65,1934-04-01,28.87000000000003,17.38333333333334,3.7133333333333334,0.0,0.0,20.96,0.0,0.0,0.0,0.0
26.46,1934-05-01,51.376666666666694,32.48333333333334,7.513333333333333,1.8033333333333335,0.13,0.0,0.0,0.0,0.0,0.0
29.81,1934-06-01,72.17333333333336,52.86000000000001,14.143333333333333,4.706666666666667,0.5433333333333333,0.0,0.0,0.0,0.0,0.0
27.24,1934-07-01,63.84000000000003,42.46333333333333,10.729999999999999,4.706666666666667,0.5433333333333333,0.0,0.0,0.0,0.0,0.0
49.57,1934-08-01,40.73000000000003,27.39,6.93,2.9033333333333338,0.4133333333333334,1.89,0.0,0.0,0.0,0.0
17.33,1934-09-01,16.976666666666695,6.900000000000005,0.3,0.0,0.0,81.82,65.32,22.58,10.1,0.0
25.34,1934-10-01,0.8233333333333618,0.13333333333333808,0.0,0.0,0.0,73.14,48.94,17.13,4.81,0.0
25.58,1934-11-01,0.5366666666666952,0.1066666666666714,0.0,0.0,0.0,74.35,47.21,15.77,3.48,0.0
44.71,1934-12-01,0.02666666666669509,0.0,0.0,0.0,0.0,55.27,34.87,3.82,0.0,0.0
9.71,1935-01-01,0.0,0.0,0.0,0.0,0.0,90.29,72.25,20.58,8.55,0.0
13.53,1935-02-01,0.0,0.0,0.0,0.0,0.0,86.47,64.93,15.35,2.8,0.0
13.19,1935-03-01,0.0,0.0,0.0,0.0,0.0,86.81,71.82,21.49,7.75,0.0
4.76,1935-04-01,0.0,0.0,0.0,0.0,0.0,95.26,85.64,66.41,27.02,0.86
12.66,1935-05-01,7.403333333333362,0.7166666666666713,0.0,0.0,0.0,87.36,78.79,58.32,11.37,0.0
75.4,1935-06-01,9.583333333333362,0.7166666666666713,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0
76.99,1935-07-01,17.830000000000027,4.236666666666672,0.0,0.0,0.0,16.48,2.5,0.0,0.0,0.0
68.88,1935-08-01,10.426666666666694,3.520000000000005,0.0,0.0,0.0,6.37,0.07,0.0,0.0,0.0
45.74,1935-09-01,11.656666666666695,3.520000000000005,0.0,0.0,0.0,54.28,43.15,18.08,8.85,1.4
57.81,1935-10-01,4.273333333333362,0.0,0.0,0.0,0.0,31.96,17.7,4.92,2.01,0.07
50.14,1935-11-01,5.6200000000000285,0.0,0.0,0.0,0.0,47.28,30.5,9.19,3.84,0.99
52.76,1935-12-01,2.2100000000000284,0.0,0.0,0.0,0.0,43.21,23.93,7.52,3.52,1.22
49.12,1936-01-01,1.346666666666695,0.0,0.0,0.0,0.0,50.89,39.13,17.54,7.99,2.65
24.15,1936-02-01,0.0,0.0,0.0,0.0,0.0,75.86,49.79,28.58,14.77,5.56
0.0,1936-03-01,0.0,0.0,0.0,0.0,0.0,99.99,87.44,42.44,21.34,3.94
0.0,1936-04-01,0.0,0.0,0.0,0.0,0.0,99.97,86.3,37.61,20.46,3.62
0.0,1936-05-01,0.0,0.0,0.0,0.0,0.0,100.0,92.56,45.64,21.53,1.76
70.83,1936-06-01,0.0,0.0,0.0,0.0,0.0,29.17,0.37,0.0,0.0,0.0
60.94,1936-07-01,0.0,0.0,0.0,0.0,0.0,39.06,4.86,0.0,0.0,0.0
84.98,1936-08-01,0.0,0.0,0.0,0.0,0.0,15.02,0.9,0.0,0.0,0.0
89.47,1936-09-01,11.25333333333336,0.0,0.0,0.0,0.0,10.53,0.0,0.0,0.0,0.0
66.11,1936-10-01,43.29666666666669,25.306666666666672,1.8099999999999998,0.0,0.0,0.12,0.0,0.0,0.0,0.0
3.87,1936-11-01,73.05333333333336,40.89000000000001,1.8099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.71,1936-12-01,61.80000000000003,40.89000000000001,1.8099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.84,1937-01-01,29.756666666666693,15.583333333333337,0.0,0.0,0.0,16.17,0.35,0.0,0.0,0.0
56.64,1937-02-01,0.0,0.0,0.0,0.0,0.0,43.34,21.58,1.25,0.0,0.0
72.58,1937-03-01,0.0,0.0,0.0,0.0,0.0,27.42,7.35,0.0,0.0,0.0
0.25,1937-04-01,0.0,0.0,0.0,0.0,0.0,99.75,60.36,15.66,4.06,0.0
0.8,1937-05-01,0.0,0.0,0.0,0.0,0.0,99.2,46.51,4.69,0.0,0.0
0.0,1937-06-01,0.0,0.0,0.0,0.0,0.0,99.97,99.97,66.41,27.3,0.33
0.0,1937-07-01,0.0,0.0,0.0,0.0,0.0,100.0,100.0,48.02,19.56,1.31
0.0,1937-08-01,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,97.27,65.0
0.0,1937-09-01,0.0,0.0,0.0,0.0,0.0,99.98,98.19,77.59,35.24,0.17
0.0,1937-10-01,0.0,0.0,0.0,0.0,0.0,99.99,99.99,83.49,36.76,18.54
0.0,1937-11-01,0.0,0.0,0.0,0.0,0.0,100.0,100.0,92.89,53.05,16.1
0.0,1937-12-01,0.0,0.0,0.0,0.0,0.0,100.0,100.0,88.1,45.17,6.71
5.39,1938-01-01,0.0,0.0,0.0,0.0,0.0,94.6,73.2,14.02,0.0,0.0
0.29,1938-02-01,0.0,0.0,0.0,0.0,0.0,99.73,85.83,19.77,13.83,0.0
29.18,1938-03-01,0.0,0.0,0.0,0.0,0.0,70.83,32.97,4.27,0.0,0.0
65.8,1938-04-01,3.0000000000000284,0.39333333333333803,0.0,0.0,0.0,34.19,17.88,0.0,0.0,0.0
91.0,1938-05-01,3.5266666666666953,0.39333333333333803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.31,1938-06-01,27.23000000000003,21.233333333333338,4.42,2.223333333333333,0.02,8.1,0.0,0.0,0.0,0.0
27.31,1938-07-01,53.49666666666669,47.26666666666667,21.333333333333332,9.33,0.5766666666666667,1.58,0.16,0.0,0.0,0.0
12.21,1938-08-01,72.15000000000002,54.61333333333334,22.616666666666664,9.56,0.5766666666666667,0.0,0.0,0.0,0.0,0.0
37.01,1938-09-01,70.25333333333336,49.56333333333333,19.92,7.553333333333335,0.5566666666666666,5.44,0.85,0.0,0.0,0.0
30.96,1938-10-01,62.80333333333336,40.053333333333335,4.036666666666666,0.4466666666666678,0.0,3.65,0.99,0.0,0.0,0.0
29.75,1938-11-01,62.656666666666695,41.50666666666667,2.7533333333333334,0.21666666666666787,0.0,4.82,1.58,0.04,0.0,0.0
36.59,1938-12-01,45.11000000000002,25.71666666666667,1.03,0.0,0.0,6.32,1.9,0.04,0.0,0.0
74.74,1939-01-01,23.293333333333354,8.799999999999999,0.0,0.0,0.0,12.47,5.11,0.85,0.04,0.0
68.19,1939-02-01,4.260000000000024,0.0,0.0,0.0,0.0,31.8,14.46,2.92,0.99,0.0
61.11,1939-03-01,0.0,0.0,0.0,0.0,0.0,38.89,17.4,1.9,0.53,0.0
60.89,1939-04-01,0.0,0.0,0.0,0.0,0.0,39.11,6.79,0.0,0.0,0.0
83.22,1939-05-01,0.0,0.0,0.0,0.0,0.0,16.78,2.88,0.0,0.0,0.0
91.04,1939-06-01,0.0,0.0,0.0,0.0,0.0,8.96,0.06,0.0,0.0,0.0
68.98,1939-07-01,0.0,0.0,0.0,0.0,0.0,31.04,5.17,0.0,0.0,0.0
84.16,1939-08-01,0.0,0.0,0.0,0.0,0.0,15.85,1.27,0.0,0.0,0.0
87.42,1939-09-01,0.0,0.0,0.0,0.0,0.0,12.58,0.04,0.0,0.0,0.0
65.26,1939-10-01,7.34666666666669,1.8166666666666667,0.0,0.0,0.0,34.74,15.94,0.0,0.0,0.0
77.89,1939-11-01,21.800000000000022,5.263333333333333,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
56.64,1939-12-01,46.92000000000002,22.046666666666667,2.6233333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.64,1940-01-01,47.653333333333364,23.39333333333333,2.6233333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.55,1940-02-01,47.863333333333365,25.536666666666665,2.6233333333333335,0.0,0.0,1.19,0.0,0.0,0.0,0.0
55.69,1940-03-01,22.763333333333364,8.753333333333332,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0
84.4,1940-04-01,14.683333333333366,5.589999999999999,0.0,0.0,0.0,15.55,2.58,0.0,0.0,0.0
68.8,1940-05-01,0.020000000000028422,0.0,0.0,0.0,0.0,31.2,0.71,0.0,0.0,0.0
92.55,1940-06-01,9.866666666666696,0.4566666666666667,0.0,0.0,0.0,7.45,0.0,0.0,0.0,0.0
70.42,1940-07-01,10.263333333333362,0.4566666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.08,1940-08-01,10.263333333333362,0.4566666666666667,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0
95.45,1940-09-01,0.3966666666666951,0.0,0.0,0.0,0.0,4.55,0.87,0.0,0.0,0.0
93.23,1940-10-01,0.0,0.0,0.0,0.0,0.0,6.77,2.9,0.0,0.0,0.0
67.87,1940-11-01,0.0,0.0,0.0,0.0,0.0,32.13,7.4,0.9,0.0,0.0
77.34,1940-12-01,3.0000000000000284,0.0,0.0,0.0,0.0,22.66,6.65,0.46,0.0,0.0
82.23,1941-01-01,26.67333333333336,14.546666666666667,0.0,0.0,0.0,8.76,3.05,0.0,0.0,0.0
27.98,1941-02-01,48.406666666666695,17.516666666666666,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0
33.1,1941-03-01,69.51333333333336,26.16,0.0,0.0,0.0,1.7,0.08,0.0,0.0,0.0
27.69,1941-04-01,78.10000000000004,38.49,3.7899999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.24,1941-05-01,82.17000000000003,48.25,4.653333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.59,1941-06-01,63.30666666666669,41.55,4.653333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.28,1941-07-01,63.083333333333364,38.766666666666666,4.423333333333333,0.9666666666666678,0.0,0.0,0.0,0.0,0.0,0.0
3.87,1941-08-01,70.5766666666667,58.68666666666667,26.336666666666662,15.000000000000002,0.29,0.0,0.0,0.0,0.0,0.0
0.14,1941-09-01,98.66333333333337,89.84999999999998,58.093333333333334,39.52666666666667,14.076666666666666,0.0,0.0,0.0,0.0,0.0
0.0,1941-10-01,99.95666666666669,98.86333333333334,86.51333333333332,65.03666666666668,21.66333333333333,0.0,0.0,0.0,0.0,0.0
0.0,1941-11-01,99.71000000000004,98.68666666666667,85.08333333333333,55.45666666666667,21.37333333333333,0.0,0.0,0.0,0.0,0.0
0.85,1941-12-01,99.67000000000003,98.33,78.96666666666668,34.053333333333335,7.586666666666667,0.0,0.0,0.0,0.0,0.0
0.14,1942-01-01,99.45333333333336,97.53333333333335,58.66333333333335,8.366666666666665,0.0,0.0,0.0,0.0,0.0,0.0
