MapDate,StateAbbreviation,StatisticFormatID,ValidStart,ValidEnd,D0,D1,D2,D3,D4,None,Missing
20070731,Combine,1,2007-07-31,2007-08-06,100.00,100.00,98.46,0.00,0.00,0.00,0.00
20070724,Combine,1,2007-07-24,2007-07-30,100.00,100.00,51.93,0.00,0.00,0.00,0.00
20070717,Combine,1,2007-07-17,2007-07-23,100.00,100.00,16.56,0.00,0.00,0.00,0.00
20070710,Combine,1,2007-07-10,2007-07-16,100.00,48.11,0.00,0.00,0.00,0.00,0.00
20070703,Combine,1,2007-07-03,2007-07-09,100.00,0.00,0.00,0.00,0.00,0.00,0.00
20070626,Combine,1,2007-06-26,2007-07-02,100.00,11.46,0.00,0.00,0.00,0.00,0.00
20070619,Combine,1,2007-06-19,2007-06-25,47.48,0.00,0.00,0.00,0.00,52.52,0.00
20070612,Combine,1,2007-06-12,2007-06-18,26.00,0.00,0.00,0.00,0.00,74.00,0.00
20070605,Combine,1,2007-06-05,2007-06-11,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070529,Combine,1,2007-05-29,2007-06-04,77.63,0.00,0.00,0.00,0.00,22.37,0.00
20070522,Combine,1,2007-05-22,2007-05-28,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070515,Combine,1,2007-05-15,2007-05-21,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070508,Combine,1,2007-05-08,2007-05-14,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070501,Combine,1,2007-05-01,2007-05-07,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070424,Combine,1,2007-04-24,2007-04-30,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070417,Combine,1,2007-04-17,2007-04-23,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070410,Combine,1,2007-04-10,2007-04-16,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070403,Combine,1,2007-04-03,2007-04-09,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070327,Combine,1,2007-03-27,2007-04-02,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070320,Combine,1,2007-03-20,2007-03-26,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070313,Combine,1,2007-03-13,2007-03-19,16.54,0.00,0.00,0.00,0.00,83.46,0.00
20070306,Combine,1,2007-03-06,2007-03-12,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070227,Combine,1,2007-02-27,2007-03-05,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070220,Combine,1,2007-02-20,2007-02-26,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070213,Combine,1,2007-02-13,2007-02-19,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070206,Combine,1,2007-02-06,2007-02-12,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070130,Combine,1,2007-01-30,2007-02-05,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070123,Combine,1,2007-01-23,2007-01-29,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070116,Combine,1,2007-01-16,2007-01-22,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070109,Combine,1,2007-01-09,2007-01-15,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20070102,Combine,1,2007-01-02,2007-01-08,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061226,Combine,1,2006-12-26,2007-01-01,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061219,Combine,1,2006-12-19,2006-12-25,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061212,Combine,1,2006-12-12,2006-12-18,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061205,Combine,1,2006-12-05,2006-12-11,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061128,Combine,1,2006-11-28,2006-12-04,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061121,Combine,1,2006-11-21,2006-11-27,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061114,Combine,1,2006-11-14,2006-11-20,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061107,Combine,1,2006-11-07,2006-11-13,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061031,Combine,1,2006-10-31,2006-11-06,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061024,Combine,1,2006-10-24,2006-10-30,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061017,Combine,1,2006-10-17,2006-10-23,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061010,Combine,1,2006-10-10,2006-10-16,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20061003,Combine,1,2006-10-03,2006-10-09,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060926,Combine,1,2006-09-26,2006-10-02,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060919,Combine,1,2006-09-19,2006-09-25,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060912,Combine,1,2006-09-12,2006-09-18,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060905,Combine,1,2006-09-05,2006-09-11,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060829,Combine,1,2006-08-29,2006-09-04,100.00,96.73,0.00,0.00,0.00,0.00,0.00
20060822,Combine,1,2006-08-22,2006-08-28,100.00,98.45,0.00,0.00,0.00,0.00,0.00
20060815,Combine,1,2006-08-15,2006-08-21,78.40,0.00,0.00,0.00,0.00,21.60,0.00
20060808,Combine,1,2006-08-08,2006-08-14,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060801,Combine,1,2006-08-01,2006-08-07,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060725,Combine,1,2006-07-25,2006-07-31,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060718,Combine,1,2006-07-18,2006-07-24,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060711,Combine,1,2006-07-11,2006-07-17,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060704,Combine,1,2006-07-04,2006-07-10,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060627,Combine,1,2006-06-27,2006-07-03,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060620,Combine,1,2006-06-20,2006-06-26,100.00,29.50,0.00,0.00,0.00,0.00,0.00
20060613,Combine,1,2006-06-13,2006-06-19,100.00,29.50,0.00,0.00,0.00,0.00,0.00
20060606,Combine,1,2006-06-06,2006-06-12,100.00,0.00,0.00,0.00,0.00,0.00,0.00
20060530,Combine,1,2006-05-30,2006-06-05,100.00,0.00,0.00,0.00,0.00,0.00,0.00
20060523,Combine,1,2006-05-23,2006-05-29,46.22,0.00,0.00,0.00,0.00,53.78,0.00
20060516,Combine,1,2006-05-16,2006-05-22,44.02,0.00,0.00,0.00,0.00,55.98,0.00
20060509,Combine,1,2006-05-09,2006-05-15,100.00,0.00,0.00,0.00,0.00,0.00,0.00
20060502,Combine,1,2006-05-02,2006-05-08,3.66,0.00,0.00,0.00,0.00,96.34,0.00
20060425,Combine,1,2006-04-25,2006-05-01,22.04,0.00,0.00,0.00,0.00,77.96,0.00
20060418,Combine,1,2006-04-18,2006-04-24,100.00,20.08,0.00,0.00,0.00,0.00,0.00
20060411,Combine,1,2006-04-11,2006-04-17,100.00,14.72,0.00,0.00,0.00,0.00,0.00
20060404,Combine,1,2006-04-04,2006-04-10,100.00,37.76,0.00,0.00,0.00,0.00,0.00
20060328,Combine,1,2006-03-28,2006-04-03,100.00,37.24,0.00,0.00,0.00,0.00,0.00
20060321,Combine,1,2006-03-21,2006-03-27,100.00,0.00,0.00,0.00,0.00,0.00,0.00
20060314,Combine,1,2006-03-14,2006-03-20,100.00,0.00,0.00,0.00,0.00,0.00,0.00
20060307,Combine,1,2006-03-07,2006-03-13,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060228,Combine,1,2006-02-28,2006-03-06,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060221,Combine,1,2006-02-21,2006-02-27,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060214,Combine,1,2006-02-14,2006-02-20,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060207,Combine,1,2006-02-07,2006-02-13,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060131,Combine,1,2006-01-31,2006-02-06,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060124,Combine,1,2006-01-24,2006-01-30,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060117,Combine,1,2006-01-17,2006-01-23,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060110,Combine,1,2006-01-10,2006-01-16,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20060103,Combine,1,2006-01-03,2006-01-09,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051227,Combine,1,2005-12-27,2006-01-02,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051220,Combine,1,2005-12-20,2005-12-26,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051213,Combine,1,2005-12-13,2005-12-19,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051206,Combine,1,2005-12-06,2005-12-12,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051129,Combine,1,2005-11-29,2005-12-05,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051122,Combine,1,2005-11-22,2005-11-28,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051115,Combine,1,2005-11-15,2005-11-21,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051108,Combine,1,2005-11-08,2005-11-14,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051101,Combine,1,2005-11-01,2005-11-07,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051025,Combine,1,2005-10-25,2005-10-31,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051018,Combine,1,2005-10-18,2005-10-24,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051011,Combine,1,2005-10-11,2005-10-17,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20051004,Combine,1,2005-10-04,2005-10-10,100.00,100.00,0.00,0.00,0.00,0.00,0.00
20050927,Combine,1,2005-09-27,2005-10-03,100.00,99.50,0.00,0.00,0.00,0.00,0.00
20050920,Combine,1,2005-09-20,2005-09-26,100.00,94.64,0.00,0.00,0.00,0.00,0.00
20050913,Combine,1,2005-09-13,2005-09-19,100.00,0.00,0.00,0.00,0.00,0.00,0.00
20050906,Combine,1,2005-09-06,2005-09-12,90.69,0.00,0.00,0.00,0.00,9.31,0.00
20050830,Combine,1,2005-08-30,2005-09-05,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050823,Combine,1,2005-08-23,2005-08-29,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050816,Combine,1,2005-08-16,2005-08-22,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050809,Combine,1,2005-08-09,2005-08-15,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050802,Combine,1,2005-08-02,2005-08-08,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050726,Combine,1,2005-07-26,2005-08-01,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050719,Combine,1,2005-07-19,2005-07-25,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050712,Combine,1,2005-07-12,2005-07-18,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050705,Combine,1,2005-07-05,2005-07-11,48.25,0.02,0.00,0.00,0.00,51.75,0.00
20050628,Combine,1,2005-06-28,2005-07-04,94.49,0.00,0.00,0.00,0.00,5.51,0.00
20050621,Combine,1,2005-06-21,2005-06-27,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050614,Combine,1,2005-06-14,2005-06-20,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050607,Combine,1,2005-06-07,2005-06-13,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050531,Combine,1,2005-05-31,2005-06-06,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050524,Combine,1,2005-05-24,2005-05-30,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050517,Combine,1,2005-05-17,2005-05-23,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050510,Combine,1,2005-05-10,2005-05-16,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050503,Combine,1,2005-05-03,2005-05-09,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050426,Combine,1,2005-04-26,2005-05-02,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050419,Combine,1,2005-04-19,2005-04-25,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050412,Combine,1,2005-04-12,2005-04-18,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050405,Combine,1,2005-04-05,2005-04-11,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050329,Combine,1,2005-03-29,2005-04-04,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050322,Combine,1,2005-03-22,2005-03-28,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050315,Combine,1,2005-03-15,2005-03-21,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050308,Combine,1,2005-03-08,2005-03-14,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050301,Combine,1,2005-03-01,2005-03-07,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050222,Combine,1,2005-02-22,2005-02-28,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050215,Combine,1,2005-02-15,2005-02-21,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050208,Combine,1,2005-02-08,2005-02-14,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050201,Combine,1,2005-02-01,2005-02-07,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050125,Combine,1,2005-01-25,2005-01-31,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050118,Combine,1,2005-01-18,2005-01-24,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050111,Combine,1,2005-01-11,2005-01-17,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20050104,Combine,1,2005-01-04,2005-01-10,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041228,Combine,1,2004-12-28,2005-01-03,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041221,Combine,1,2004-12-21,2004-12-27,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041214,Combine,1,2004-12-14,2004-12-20,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041207,Combine,1,2004-12-07,2004-12-13,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041130,Combine,1,2004-11-30,2004-12-06,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041123,Combine,1,2004-11-23,2004-11-29,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041116,Combine,1,2004-11-16,2004-11-22,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041109,Combine,1,2004-11-09,2004-11-15,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041102,Combine,1,2004-11-02,2004-11-08,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041026,Combine,1,2004-10-26,2004-11-01,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041019,Combine,1,2004-10-19,2004-10-25,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041012,Combine,1,2004-10-12,2004-10-18,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20041005,Combine,1,2004-10-05,2004-10-11,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040928,Combine,1,2004-09-28,2004-10-04,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040921,Combine,1,2004-09-21,2004-09-27,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040914,Combine,1,2004-09-14,2004-09-20,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040907,Combine,1,2004-09-07,2004-09-13,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040831,Combine,1,2004-08-31,2004-09-06,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040824,Combine,1,2004-08-24,2004-08-30,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040817,Combine,1,2004-08-17,2004-08-23,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040810,Combine,1,2004-08-10,2004-08-16,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040803,Combine,1,2004-08-03,2004-08-09,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040727,Combine,1,2004-07-27,2004-08-02,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040720,Combine,1,2004-07-20,2004-07-26,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040713,Combine,1,2004-07-13,2004-07-19,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040706,Combine,1,2004-07-06,2004-07-12,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040629,Combine,1,2004-06-29,2004-07-05,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040622,Combine,1,2004-06-22,2004-06-28,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040615,Combine,1,2004-06-15,2004-06-21,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040608,Combine,1,2004-06-08,2004-06-14,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040601,Combine,1,2004-06-01,2004-06-07,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040525,Combine,1,2004-05-25,2004-05-31,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040518,Combine,1,2004-05-18,2004-05-24,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040511,Combine,1,2004-05-11,2004-05-17,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040504,Combine,1,2004-05-04,2004-05-10,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040427,Combine,1,2004-04-27,2004-05-03,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040420,Combine,1,2004-04-20,2004-04-26,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040413,Combine,1,2004-04-13,2004-04-19,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040406,Combine,1,2004-04-06,2004-04-12,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040330,Combine,1,2004-03-30,2004-04-05,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040323,Combine,1,2004-03-23,2004-03-29,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040316,Combine,1,2004-03-16,2004-03-22,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040309,Combine,1,2004-03-09,2004-03-15,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040302,Combine,1,2004-03-02,2004-03-08,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040224,Combine,1,2004-02-24,2004-03-01,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040217,Combine,1,2004-02-17,2004-02-23,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040210,Combine,1,2004-02-10,2004-02-16,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040203,Combine,1,2004-02-03,2004-02-09,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040127,Combine,1,2004-01-27,2004-02-02,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040120,Combine,1,2004-01-20,2004-01-26,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040113,Combine,1,2004-01-13,2004-01-19,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20040106,Combine,1,2004-01-06,2004-01-12,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031230,Combine,1,2003-12-30,2004-01-05,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031223,Combine,1,2003-12-23,2003-12-29,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031216,Combine,1,2003-12-16,2003-12-22,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031209,Combine,1,2003-12-09,2003-12-15,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031202,Combine,1,2003-12-02,2003-12-08,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031125,Combine,1,2003-11-25,2003-12-01,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031118,Combine,1,2003-11-18,2003-11-24,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031111,Combine,1,2003-11-11,2003-11-17,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031104,Combine,1,2003-11-04,2003-11-10,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031028,Combine,1,2003-10-28,2003-11-03,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031021,Combine,1,2003-10-21,2003-10-27,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031014,Combine,1,2003-10-14,2003-10-20,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20031007,Combine,1,2003-10-07,2003-10-13,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030930,Combine,1,2003-09-30,2003-10-06,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030923,Combine,1,2003-09-23,2003-09-29,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030916,Combine,1,2003-09-16,2003-09-22,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030909,Combine,1,2003-09-09,2003-09-15,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030902,Combine,1,2003-09-02,2003-09-08,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030826,Combine,1,2003-08-26,2003-09-01,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030819,Combine,1,2003-08-19,2003-08-25,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030812,Combine,1,2003-08-12,2003-08-18,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030805,Combine,1,2003-08-05,2003-08-11,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030729,Combine,1,2003-07-29,2003-08-04,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030722,Combine,1,2003-07-22,2003-07-28,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030715,Combine,1,2003-07-15,2003-07-21,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030708,Combine,1,2003-07-08,2003-07-14,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030701,Combine,1,2003-07-01,2003-07-07,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030624,Combine,1,2003-06-24,2003-06-30,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030617,Combine,1,2003-06-17,2003-06-23,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030610,Combine,1,2003-06-10,2003-06-16,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030603,Combine,1,2003-06-03,2003-06-09,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030527,Combine,1,2003-05-27,2003-06-02,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030520,Combine,1,2003-05-20,2003-05-26,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030513,Combine,1,2003-05-13,2003-05-19,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030506,Combine,1,2003-05-06,2003-05-12,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030429,Combine,1,2003-04-29,2003-05-05,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030422,Combine,1,2003-04-22,2003-04-28,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030415,Combine,1,2003-04-15,2003-04-21,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030408,Combine,1,2003-04-08,2003-04-14,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030401,Combine,1,2003-04-01,2003-04-07,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030325,Combine,1,2003-03-25,2003-03-31,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030318,Combine,1,2003-03-18,2003-03-24,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030311,Combine,1,2003-03-11,2003-03-17,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030304,Combine,1,2003-03-04,2003-03-10,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030225,Combine,1,2003-02-25,2003-03-03,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030218,Combine,1,2003-02-18,2003-02-24,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030211,Combine,1,2003-02-11,2003-02-17,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030204,Combine,1,2003-02-04,2003-02-10,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030128,Combine,1,2003-01-28,2003-02-03,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030121,Combine,1,2003-01-21,2003-01-27,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030114,Combine,1,2003-01-14,2003-01-20,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20030107,Combine,1,2003-01-07,2003-01-13,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20021231,Combine,1,2002-12-31,2003-01-06,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20021224,Combine,1,2002-12-24,2002-12-30,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20021217,Combine,1,2002-12-17,2002-12-23,0.00,0.00,0.00,0.00,0.00,100.00,0.00
20021210,Combine,1,2002-12-10,2002-12-16,67.16,0.00,0.00,0.00,0.00,32.84,0.00
20021203,Combine,1,2002-12-03,2002-12-09,97.82,0.00,0.00,0.00,0.00,2.18,0.00
20021126,Combine,1,2002-11-26,2002-12-02,97.57,0.00,0.00,0.00,0.00,2.43,0.00
20021119,Combine,1,2002-11-19,2002-11-25,98.49,0.00,0.00,0.00,0.00,1.51,0.00
20021112,Combine,1,2002-11-12,2002-11-18,100.00,37.20,0.00,0.00,0.00,0.00,0.00
20021105,Combine,1,2002-11-05,2002-11-11,100.00,53.58,0.00,0.00,0.00,0.00,0.00
20021029,Combine,1,2002-10-29,2002-11-04,100.00,100.00,83.56,0.00,0.00,0.00,0.00
20021022,Combine,1,2002-10-22,2002-10-28,100.00,100.00,79.33,0.00,0.00,0.00,0.00
20021015,Combine,1,2002-10-15,2002-10-21,100.00,100.00,86.31,16.35,0.00,0.00,0.00
20021008,Combine,1,2002-10-08,2002-10-14,100.00,100.00,100.00,3.37,0.00,0.00,0.00
20021001,Combine,1,2002-10-01,2002-10-07,100.00,100.00,59.01,1.05,0.00,0.00,0.00
20020924,Combine,1,2002-09-24,2002-09-30,100.00,100.00,100.00,14.90,0.00,0.00,0.00
20020917,Combine,1,2002-09-17,2002-09-23,100.00,100.00,100.00,3.28,0.00,0.00,0.00
20020910,Combine,1,2002-09-10,2002-09-16,100.00,100.00,40.95,0.00,0.00,0.00,0.00
20020903,Combine,1,2002-09-03,2002-09-09,100.00,100.00,43.09,0.00,0.00,0.00,0.00
20020827,Combine,1,2002-08-27,2002-09-02,100.00,100.00,99.88,91.19,33.47,0.00,0.00
20020820,Combine,1,2002-08-20,2002-08-26,100.00,100.00,99.64,89.14,32.64,0.00,0.00
20020813,Combine,1,2002-08-13,2002-08-19,100.00,100.00,87.84,35.00,0.00,0.00,0.00
20020806,Combine,1,2002-08-06,2002-08-12,100.00,93.47,75.00,15.24,0.00,0.00,0.00
20020730,Combine,1,2002-07-30,2002-08-05,100.00,95.21,72.44,44.91,0.00,0.00,0.00
20020723,Combine,1,2002-07-23,2002-07-29,100.00,100.00,83.55,49.50,0.00,0.00,0.00
20020716,Combine,1,2002-07-16,2002-07-22,100.00,98.18,58.34,0.00,0.00,0.00,0.00
20020709,Combine,1,2002-07-09,2002-07-15,100.00,100.00,59.29,0.00,0.00,0.00,0.00
20020702,Combine,1,2002-07-02,2002-07-08,100.00,63.34,48.05,0.00,0.00,0.00,0.00
20020625,Combine,1,2002-06-25,2002-07-01,100.00,73.67,59.34,0.00,0.00,0.00,0.00
20020618,Combine,1,2002-06-18,2002-06-24,100.00,69.00,44.70,0.00,0.00,0.00,0.00
