Date,AvgTemp,MaxTemp,MinTemp,Year,Month
1872-07-01,82.3,101,64,1872,7
1873-07-01,80.3,101,62,1873,7
1874-07-01,78.0,98,61,1874,7
1875-07-01,77.1,96,61,1875,7
1876-07-01,80.4,98,58,1876,7
1877-07-01,78.5,98,62,1877,7
1878-07-01,80.8,98,64,1878,7
1879-07-01,78.1,102,59,1879,7
1880-07-01,77.6,98,60,1880,7
1881-07-01,78.3,98,62,1881,7
1882-07-01,76.7,95,58,1882,7
1883-07-01,77.5,97,62,1883,7
1884-07-01,75.1,96,56,1884,7
1885-07-01,78.4,99,54,1885,7
1886-07-01,74.3,91,60,1886,7
1887-07-01,80.4,103,64,1887,7
1888-07-01,73.2,90,56,1888,7
1889-07-01,75.7,92,59,1889,7
1890-07-01,75.0,98,53,1890,7
1891-07-01,71.9,89,54,1891,7
1892-07-01,75.9,99,54,1892,7
1893-07-01,77.0,97,57,1893,7
1894-07-01,77.9,97,54,1894,7
1895-07-01,72.8,94,52,1895,7
1896-07-01,76.7,94,56,1896,7
1897-07-01,76.9,92,61,1897,7
1898-07-01,78.9,101,54,1898,7
1899-07-01,76.6,94,54,1899,7
1900-07-01,78.7,99,56,1900,7
1901-07-01,79.8,102,64,1901,7
1902-07-01,77.0,99,57,1902,7
1903-07-01,76.0,96,56,1903,7
1904-07-01,74.4,92,55,1904,7
1905-07-01,76.3,95,60,1905,7
1906-07-01,75.3,91,56,1906,7
1907-07-01,75.8,93,52,1907,7
1908-07-01,78.0,99,57,1908,7
1909-07-01,74.7,96,53,1909,7
1910-07-01,77.6,95,57,1910,7
1911-07-01,78.7,99,56,1911,7
1912-07-01,75.8,94,60,1912,7
1913-07-01,77.6,97,58,1913,7
1914-07-01,75.9,98,56,1914,7
1915-07-01,76.1,95,58,1915,7
1916-07-01,77.8,95,60,1916,7
1917-07-01,76.6,99,62,1917,7
1918-07-01,74.4,96,53,1918,7
1919-07-01,77.1,101,56,1919,7
1920-07-01,75.0,95,54,1920,7
1921-07-01,79.3,95,62,1921,7
1922-07-01,76.6,95,58,1922,7
1923-07-01,75.7,96,54,1923,7
1924-07-01,75.0,95,58,1924,7
1925-07-01,76.8,98,54,1925,7
1926-07-01,76.7,104,57,1926,7
1927-07-01,76.4,96,56,1927,7
1928-07-01,78.1,97,58,1928,7
1929-07-01,76.9,97,55,1929,7
1930-07-01,80.4,106,56,1930,7
1931-07-01,79.7,97,64,1931,7
1932-07-01,77.4,95,60,1932,7
1933-07-01,76.1,99,52,1933,7
1934-07-01,80.8,100,62,1934,7
1935-07-01,79.5,98,61,1935,7
1936-07-01,78.3,105,62,1936,7
1937-07-01,77.2,96,58,1937,7
1938-07-01,78.4,96,60,1938,7
1939-07-01,76.2,93,58,1939,7
1940-07-01,77.5,100,55,1940,7
1941-07-01,77.4,99,63,1941,7
1942-07-01,78.8,99,64,1942,7
1943-07-01,78.5,94,56,1943,7
1944-07-01,79.3,97,60,1944,7
1945-07-01,76.5,99,57,1945,7
1946-07-01,76.2,96,57,1946,7
1947-07-01,75.5,93,57,1947,7
1948-07-01,78.0,95,60,1948,7
1949-07-01,81.0,96,64,1949,7
1950-07-01,76.2,92,62,1950,7
1951-07-01,78.7,95,61,1951,7
1952-07-01,80.5,99,56,1952,7
1953-07-01,79.6,99,62,1953,7
1954-07-01,78.7,103,62,1954,7
1955-07-01,82.1,98,64,1955,7
1956-07-01,75.6,94,58,1956,7
1957-07-01,79.1,101,59,1957,7
1958-07-01,79.1,95,65,1958,7
1959-07-01,78.5,94,64,1959,7
1960-07-01,77.0,94,61,1960,7
1961-07-01,78.6,94,57,1961,7
1962-07-01,75.3,95,59,1962,7
1963-07-01,77.6,96,56,1963,7
1964-07-01,79.0,96,61,1964,7
1965-07-01,78.2,97,58,1965,7
1966-07-01,80.9,101,60,1966,7
1967-07-01,77.2,93,59,1967,7
1968-07-01,79.9,97,62,1968,7
1969-07-01,79.5,98,66,1969,7
1970-07-01,79.2,95,60,1970,7
1971-07-01,78.3,93,61,1971,7
1972-07-01,77.4,95,60,1972,7
1973-07-01,79.2,95,61,1973,7
1974-07-01,79.0,96,61,1974,7
1975-07-01,79.2,93,61,1975,7
1976-07-01,78.4,93,62,1976,7
1977-07-01,80.8,100,60,1977,7
1978-07-01,78.8,100,62,1978,7
1979-07-01,78.6,93,57,1979,7
1980-07-01,82.3,103,66,1980,7
1981-07-01,80.2,98,61,1981,7
1982-07-01,80.2,97,62,1982,7
1983-07-01,81.2,99,61,1983,7
1984-07-01,76.5,93,58,1984,7
1985-07-01,79.0,95,63,1985,7
1986-07-01,81.0,98,59,1986,7
1987-07-01,82.6,100,60,1987,7
1988-07-01,81.9,104,54,1988,7
1989-07-01,78.3,96,62,1989,7
1990-07-01,79.3,100,63,1990,7
1991-07-01,81.4,101,65,1991,7
1992-07-01,79.5,99,64,1992,7
1993-07-01,83.1,100,66,1993,7
1994-07-01,81.8,98,66,1994,7
1995-07-01,81.4,99,61,1995,7
1996-07-01,77.6,94,61,1996,7
1997-07-01,80.4,100,63,1997,7
1998-07-01,78.9,97,62,1998,7
1999-07-01,83.0,103,63,1999,7
2000-07-01,74.6,91,60,2000,7
2001-07-01,75.2,93,58,2001,7
2002-07-01,80.9,99,60,2002,7
2003-07-01,77.7,94,66,2003,7
2004-07-01,78.5,92,66,2004,7
2005-07-01,80.5,97,66,2005,7
2006-07-01,80.4,97,62,2006,7
2007-07-01,79.2,98,62,2007,7
2008-07-01,80.7,96,65,2008,7
2009-07-01,76.9,96,62,2009,7
2010-07-01,83.1,102,63,2010,7
2011-07-01,84.5,104,67,2011,7
2012-07-01,84.0,105,67,2012,7
2013-07-01,81.2,97,65,2013,7
2014-07-01,79.4,99,60,2014,7
2015-07-01,81.5,98,66,2015,7
2016-07-01,82.7,100,64,2016,7
2017-07-01,81.7,98,63,2017,7
2018-07-01,80.7,98,64,2018,7
2019-07-01,82.1,99,65,2019,7
2020-07-01,83.9,99,71,2020,7
2021-07-01,80.8,97,63,2021,7
2022-07-01,81.1,96,66,2022,7
2023-07-01,81.6,97,69,2023,7
2024-07-01,83.7,104,65,2024,7
2025-07-01,82.4,98,69,2025,7
