Date,AvgTemp,MaxTemp,MinTemp,Year,Month
1872-10-01,55.8,82,34,1872,10
1873-10-01,54.9,76,26,1873,10
1874-10-01,56.3,79,32,1874,10
1875-10-01,54.6,79,32,1875,10
1876-10-01,51.9,78,30,1876,10
1877-10-01,58.8,80,39,1877,10
1878-10-01,57.7,82,30,1878,10
1879-10-01,63.1,92,28,1879,10
1880-10-01,55.4,82,30,1880,10
1881-10-01,63.4,92,35,1881,10
1882-10-01,61.6,81,44,1882,10
1883-10-01,57.4,84,36,1883,10
1884-10-01,60.4,90,32,1884,10
1885-10-01,55.4,76,35,1885,10
1886-10-01,57.7,83,33,1886,10
1887-10-01,55.8,85,31,1887,10
1888-10-01,52.6,75,35,1888,10
1889-10-01,52.5,82,34,1889,10
1890-10-01,56.3,77,30,1890,10
1891-10-01,54.4,84,30,1891,10
1892-10-01,55.4,84,30,1892,10
1893-10-01,56.5,83,26,1893,10
1894-10-01,57.9,84,36,1894,10
1895-10-01,52.1,74,29,1895,10
1896-10-01,54.0,76,31,1896,10
1897-10-01,58.0,89,34,1897,10
1898-10-01,57.8,83,30,1898,10
1899-10-01,58.5,80,32,1899,10
1900-10-01,61.7,87,35,1900,10
1901-10-01,55.6,85,32,1901,10
1902-10-01,57.6,80,30,1902,10
1903-10-01,56.8,80,33,1903,10
1904-10-01,54.1,86,28,1904,10
1905-10-01,56.9,88,33,1905,10
1906-10-01,56.9,82,31,1906,10
1907-10-01,52.0,81,30,1907,10
1908-10-01,58.2,86,34,1908,10
1909-10-01,53.1,80,31,1909,10
1910-10-01,60.2,90,31,1910,10
1911-10-01,57.2,80,38,1911,10
1912-10-01,59.3,87,36,1912,10
1913-10-01,58.8,77,35,1913,10
1914-10-01,60.2,86,33,1914,10
1915-10-01,58.7,81,34,1915,10
1916-10-01,56.6,87,35,1916,10
1917-10-01,52.0,79,26,1917,10
1918-10-01,60.6,83,34,1918,10
1919-10-01,63.2,91,40,1919,10
1920-10-01,61.2,85,38,1920,10
1921-10-01,57.0,79,36,1921,10
1922-10-01,59.4,87,33,1922,10
1923-10-01,56.1,82,38,1923,10
1924-10-01,57.4,83,34,1924,10
1925-10-01,52.0,78,30,1925,10
1926-10-01,57.3,88,32,1926,10
1927-10-01,60.4,93,40,1927,10
1928-10-01,59.9,88,32,1928,10
1929-10-01,55.7,78,36,1929,10
1930-10-01,56.1,84,31,1930,10
1931-10-01,61.2,88,37,1931,10
1932-10-01,58.0,81,36,1932,10
1933-10-01,56.5,86,31,1933,10
1934-10-01,56.2,81,35,1934,10
1935-10-01,58.2,82,35,1935,10
1936-10-01,59.7,83,27,1936,10
1937-10-01,55.3,82,31,1937,10
1938-10-01,58.7,88,38,1938,10
1939-10-01,58.4,92,35,1939,10
1940-10-01,55.7,83,32,1940,10
1941-10-01,64.4,96,35,1941,10
1942-10-01,60.3,81,31,1942,10
1943-10-01,56.4,84,40,1943,10
1944-10-01,56.5,86,33,1944,10
1945-10-01,57.7,81,38,1945,10
1946-10-01,61.4,84,42,1946,10
1947-10-01,64.5,85,38,1947,10
1948-10-01,56.1,79,34,1948,10
1949-10-01,63.4,86,40,1949,10
1950-10-01,61.0,87,39,1950,10
1951-10-01,62.1,94,43,1951,10
1952-10-01,55.3,86,30,1952,10
1953-10-01,60.5,83,39,1953,10
1954-10-01,62.0,94,34,1954,10
1955-10-01,59.6,83,39,1955,10
1956-10-01,59.0,78,39,1956,10
1957-10-01,55.4,74,35,1957,10
1958-10-01,59.1,87,41,1958,10
1959-10-01,62.2,90,37,1959,10
1960-10-01,58.7,82,34,1960,10
1961-10-01,59.5,82,35,1961,10
1962-10-01,60.3,89,30,1962,10
1963-10-01,61.1,84,40,1963,10
1964-10-01,55.0,79,32,1964,10
1965-10-01,57.4,78,30,1965,10
1966-10-01,57.0,79,35,1966,10
1967-10-01,57.9,91,35,1967,10
1968-10-01,61.3,88,32,1968,10
1969-10-01,58.8,86,29,1969,10
1970-10-01,62.5,86,39,1970,10
1971-10-01,64.7,83,46,1971,10
1972-10-01,56.0,79,31,1972,10
1973-10-01,63.3,87,42,1973,10
1974-10-01,57.3,80,30,1974,10
1975-10-01,63.1,87,34,1975,10
1976-10-01,55.4,78,30,1976,10
1977-10-01,59.0,82,37,1977,10
1978-10-01,59.4,85,40,1978,10
1979-10-01,58.6,84,36,1979,10
1980-10-01,59.9,85,38,1980,10
1981-10-01,58.3,87,37,1981,10
1982-10-01,60.1,84,36,1982,10
1983-10-01,60.4,85,37,1983,10
1984-10-01,65.1,83,46,1984,10
1985-10-01,61.2,85,37,1985,10
1986-10-01,61.1,91,39,1986,10
1987-10-01,54.3,74,36,1987,10
1988-10-01,54.4,80,34,1988,10
1989-10-01,60.4,83,38,1989,10
1990-10-01,62.7,86,35,1990,10
1991-10-01,60.4,85,37,1991,10
1992-10-01,55.9,82,32,1992,10
1993-10-01,58.0,80,40,1993,10
1994-10-01,59.1,81,40,1994,10
1995-10-01,62.3,85,41,1995,10
1996-10-01,59.4,82,41,1996,10
1997-10-01,59.6,90,34,1997,10
1998-10-01,60.0,82,40,1998,10
1999-10-01,57.2,79,39,1999,10
2000-10-01,60.2,84,37,2000,10
2001-10-01,59.7,84,33,2001,10
2002-10-01,58.6,90,38,2002,10
2003-10-01,57.4,78,37,2003,10
2004-10-01,58.3,79,41,2004,10
2005-10-01,60.4,82,40,2005,10
2006-10-01,57.3,82,38,2006,10
2007-10-01,67.0,94,41,2007,10
2008-10-01,58.9,82,36,2008,10
2009-10-01,58.5,85,39,2009,10
2010-10-01,61.5,88,40,2010,10
2011-10-01,58.4,83,34,2011,10
2012-10-01,61.0,84,41,2012,10
2013-10-01,62.4,91,35,2013,10
2014-10-01,62.9,82,44,2014,10
2015-10-01,58.8,79,37,2015,10
2016-10-01,63.1,87,41,2016,10
2017-10-01,64.9,86,43,2017,10
2018-10-01,62.6,90,38,2018,10
2019-10-01,64.1,98,44,2019,10
2020-10-01,61.9,81,41,2020,10
2021-10-01,66.3,83,47,2021,10
2022-10-01,58.2,81,38,2022,10
2023-10-01,63.1,86,41,2023,10
2024-10-01,63.0,83,44,2024,10
2025-10-01,60.4,83,40,2025,10
