Date,AvgTemp,MaxTemp,MinTemp,Year,Month
1949-11-01,48.1,78,28,1949,11
1950-11-01,47.9,85,17,1950,11
1951-11-01,44.1,74,25,1951,11
1952-11-01,48.2,69,24,1952,11
1953-11-01,48.1,76,29,1953,11
1954-11-01,45.2,68,30,1954,11
1955-11-01,45.5,77,16,1955,11
1956-11-01,46.1,72,20,1956,11
1957-11-01,49.6,74,26,1957,11
1958-11-01,49.8,76,18,1958,11
1959-11-01,46.8,77,21,1959,11
1960-11-01,48.4,72,28,1960,11
1961-11-01,50.2,81,29,1961,11
1962-11-01,44.8,64,29,1962,11
1963-11-01,49.8,73,30,1963,11
1964-11-01,51.0,77,22,1964,11
1965-11-01,49.5,75,26,1965,11
1966-11-01,49.5,73,28,1966,11
1967-11-01,45.0,76,21,1967,11
1968-11-01,50.0,80,28,1968,11
1969-11-01,47.2,73,25,1969,11
1970-11-01,49.2,67,20,1970,11
1971-11-01,48.1,85,26,1971,11
1972-11-01,46.7,76,26,1972,11
1973-11-01,51.6,79,26,1973,11
1974-11-01,50.8,86,23,1974,11
1975-11-01,54.4,81,33,1975,11
1976-11-01,43.0,74,18,1976,11
1977-11-01,51.8,78,25,1977,11
1978-11-01,52.2,76,34,1978,11
1979-11-01,54.4,75,28,1979,11
1980-11-01,48.5,76,33,1980,11
1981-11-01,51.4,76,31,1981,11
1982-11-01,51.8,82,29,1982,11
1983-11-01,50.3,75,33,1983,11
1984-11-01,46.0,68,25,1984,11
1985-11-01,54.3,77,36,1985,11
1986-11-01,46.5,77,21,1986,11
1987-11-01,49.8,77,24,1987,11
1988-11-01,49.9,69,32,1988,11
1989-11-01,47.9,76,23,1989,11
1990-11-01,52.0,79,29,1990,11
1991-11-01,48.8,77,26,1991,11
1992-11-01,48.8,73,27,1992,11
1993-11-01,48.8,83,30,1993,11
1994-11-01,53.4,79,29,1994,11
1995-11-01,43.1,73,28,1995,11
1996-11-01,44.1,72,26,1996,11
1997-11-01,46.1,65,27,1997,11
1998-11-01,50.3,72,31,1998,11
1999-11-01,53.1,76,31,1999,11
2000-11-01,46.6,71,25,2000,11
2001-11-01,54.8,79,33,2001,11
2002-11-01,47.1,73,27,2002,11
2003-11-01,53.1,81,31,2003,11
2004-11-01,51.0,71,33,2004,11
2005-11-01,50.2,77,22,2005,11
2006-11-01,50.7,74,29,2006,11
2007-11-01,49.8,77,30,2007,11
2008-11-01,46.6,74,26,2008,11
2009-11-01,52.2,74,35,2009,11
2010-11-01,50.4,69,32,2010,11
2011-11-01,52.4,73,33,2011,11
2012-11-01,46.6,72,31,2012,11
2013-11-01,46.6,73,24,2013,11
2014-11-01,48.0,74,22,2014,11
2015-11-01,53.7,80,32,2015,11
2016-11-01,52.6,83,32,2016,11
2017-11-01,49.8,78,26,2017,11
2018-11-01,46.5,76,28,2018,11
2019-11-01,46.1,69,26,2019,11
2020-11-01,54.3,76,32,2020,11
2021-11-01,47.9,74,30,2021,11
2022-11-01,52.6,81,26,2022,11
2023-11-01,49.6,76,24,2023,11
2024-11-01,55.2,84,30,2024,11
2025-11-01,50.2,73,30,2025,11
